Anos,LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3,Re_real,Re_spread
20,TRUE,FALSE,FALSE,FALSE,295.13,754.03,219.73,370.54,521.34,672.15,888.04,398.11
30,TRUE,FALSE,FALSE,FALSE,426.91,906.9,336.22,517.6,698.98,880.36,1051.75,562.85
10PRM30,TRUE,FALSE,FALSE,FALSE,235.8,882.89,147.52,324.09,500.67,677.25,812.53,323.59
10,TRUE,FALSE,FALSE,FALSE,464.51,698.06,394.7,534.32,673.93,813.54,1098.18,609.69
10PRM30,TRUE,FALSE,FALSE,FALSE,220.96,885.17,132.44,309.47,486.51,663.54,795.75,305.38
30,TRUE,FALSE,FALSE,FALSE,440.79,911.76,349.62,531.97,714.32,896.67,1068.5,580
20,TRUE,FALSE,FALSE,FALSE,306.39,759.37,230.46,382.33,534.2,686.08,900.11,411.84
20,TRUE,FALSE,FALSE,FALSE,300.71,757.12,225,376.42,527.84,679.27,895.94,405.35
10PRM30,TRUE,FALSE,FALSE,FALSE,215.87,883.52,127.52,304.22,480.93,657.63,787.58,298.71
20,TRUE,FALSE,FALSE,FALSE,301.56,761.72,225.39,377.74,530.08,682.42,894.7,405.82
30,TRUE,FALSE,FALSE,FALSE,429.2,904.8,338.72,519.68,700.64,881.6,1055.53,565.78
20,TRUE,FALSE,FALSE,FALSE,293.96,759.61,218,369.93,521.85,673.77,885.12,396.32
30,TRUE,FALSE,FALSE,FALSE,424.24,909.74,333.27,515.22,697.17,879.11,1048.27,559.29
30,TRUE,FALSE,FALSE,FALSE,440.12,905.75,349.55,530.7,711.85,893,1067.14,578.98
10PRM30,TRUE,FALSE,FALSE,FALSE,227.64,878.42,139.8,315.48,491.17,666.85,802.29,313.33
30,TRUE,FALSE,FALSE,FALSE,442.49,903.91,352.1,532.88,713.66,894.45,1069.95,581.97
20,TRUE,FALSE,FALSE,FALSE,296.62,760.88,220.53,372.71,524.88,677.06,887.23,399.14
20,TRUE,FALSE,FALSE,FALSE,297.01,764.12,220.6,373.42,526.25,679.07,889.88,400.46
10,TRUE,FALSE,FALSE,FALSE,457.73,704.87,387.24,528.22,669.19,810.16,1088.67,600.92
30,TRUE,FALSE,FALSE,FALSE,434.87,908.61,344.01,525.73,707.45,889.18,1061.07,572.57
10,TRUE,FALSE,FALSE,FALSE,464.93,701.65,394.76,535.09,675.42,815.75,1099.79,610.5
10,TRUE,FALSE,FALSE,FALSE,470.82,701.7,400.65,540.99,681.33,821.67,1108.22,617.95
10PRM30,TRUE,FALSE,FALSE,FALSE,228.49,885.58,139.93,317.05,494.16,671.28,805.39,314.85
10,TRUE,FALSE,FALSE,FALSE,463.87,704.24,393.44,534.29,675.14,815.98,1096.1,608.49
10,TRUE,FALSE,FALSE,FALSE,470.21,707.35,399.48,540.95,682.42,823.89,1104.8,616.73
10PRM30,TRUE,FALSE,FALSE,FALSE,229.31,882.76,141.03,317.58,494.14,670.69,804.42,315.48
10PRM30,TRUE,FALSE,FALSE,FALSE,229.71,881.15,141.6,317.82,494.05,670.28,805.68,316.36
20,TRUE,FALSE,FALSE,FALSE,293.98,761.61,217.82,370.14,522.46,674.78,886.74,396.65
10,TRUE,FALSE,FALSE,FALSE,461.95,701.84,391.76,532.13,672.5,812.86,1097.76,606.95
10PRM30,TRUE,FALSE,FALSE,FALSE,229.06,888.65,140.2,317.93,495.66,673.39,803.53,315.13
10PRM30,TRUE,FALSE,FALSE,FALSE,229.6,880.78,141.52,317.68,493.83,669.99,804.66,315.77
30,TRUE,FALSE,FALSE,FALSE,430.96,905.32,340.43,521.49,702.55,883.62,1055.64,567.42
20,TRUE,FALSE,FALSE,FALSE,290.33,759.54,214.37,366.28,518.19,670.1,879.46,391.56
10PRM30,TRUE,FALSE,FALSE,FALSE,226.88,883.95,138.49,315.28,492.07,668.86,798.41,311.9
10PRM30,TRUE,FALSE,FALSE,FALSE,230.28,884.14,141.87,318.7,495.52,672.35,805.52,316.75
30,TRUE,FALSE,FALSE,FALSE,432.32,905.9,341.73,522.91,704.09,885.27,1058.88,569.57
10PRM30,TRUE,FALSE,FALSE,FALSE,224.65,888.34,135.82,313.49,491.16,668.82,799.16,309.85
30,TRUE,FALSE,FALSE,FALSE,439.44,906.51,348.78,530.09,711.39,892.69,1069.52,578.83
10,TRUE,FALSE,FALSE,FALSE,459.81,699.92,389.81,529.8,669.78,809.77,1092.77,603.75
20,TRUE,FALSE,FALSE,FALSE,301.97,759.49,226.02,377.92,529.82,681.72,895.65,406.3
30,TRUE,FALSE,FALSE,FALSE,441.54,912.56,350.28,532.8,715.31,897.82,1068.07,580.78
10PRM30,TRUE,FALSE,FALSE,FALSE,230.01,880.93,141.92,318.1,494.29,670.48,808.03,316.87
10,TRUE,FALSE,FALSE,FALSE,467.28,702.65,397.01,537.54,678.07,818.6,1101.38,613.03
10PRM30,TRUE,FALSE,FALSE,FALSE,235.41,880.58,147.35,323.46,499.58,675.7,811.98,323.15
10PRM30,TRUE,FALSE,FALSE,FALSE,227.11,884.71,138.64,315.58,492.52,669.47,800.16,312.66
10,TRUE,FALSE,FALSE,FALSE,461.05,702.47,390.81,531.3,671.8,812.29,1095.94,605.62
10,TRUE,FALSE,FALSE,FALSE,467.78,703.62,397.42,538.15,678.87,819.6,1103.6,613.89
20,TRUE,FALSE,FALSE,FALSE,299.03,759.09,223.12,374.94,526.76,678.58,890.29,402.43
20,TRUE,FALSE,FALSE,FALSE,297.62,757.45,221.87,373.36,524.86,676.35,889.98,401.04
30,TRUE,FALSE,FALSE,FALSE,429.4,909.76,338.43,520.38,702.33,884.28,1053.92,565.56
10,TRUE,FALSE,FALSE,FALSE,465.77,706.3,395.14,536.4,677.66,818.92,1099.84,611.06
10,TRUE,FALSE,FALSE,FALSE,465.9,703.03,395.6,536.2,676.81,817.42,1101.03,611.46
10PRM30,TRUE,FALSE,FALSE,FALSE,233.13,881.39,144.99,321.27,497.55,673.82,809.53,320.24
10,TRUE,FALSE,FALSE,FALSE,458.09,702.1,387.88,528.3,668.72,809.14,1092.98,602.1
10,TRUE,FALSE,FALSE,FALSE,465.73,703.78,395.35,536.11,676.86,817.62,1101.06,611.46
10PRM30,TRUE,FALSE,FALSE,FALSE,236,878.42,148.16,323.84,499.53,675.21,812.58,323.91
10,TRUE,FALSE,FALSE,FALSE,465,703.11,394.68,535.31,675.93,816.55,1100.07,610.38
30,TRUE,FALSE,FALSE,FALSE,429.68,901.28,339.55,519.8,700.06,880.32,1055.8,566.26
10PRM30,TRUE,FALSE,FALSE,FALSE,231.34,882.45,143.09,319.58,496.07,672.56,807.06,318.04
10,TRUE,FALSE,FALSE,FALSE,467.53,697.73,397.75,537.3,676.85,816.39,1104.12,613.49
30,TRUE,FALSE,FALSE,FALSE,437.68,906.47,347.03,528.33,709.62,890.91,1063.63,575.86
10PRM30,TRUE,FALSE,FALSE,FALSE,232.91,885.39,144.38,321.45,498.53,675.61,807.36,319.74
20,TRUE,FALSE,FALSE,FALSE,303.28,755.85,227.7,378.87,530.04,681.21,896.36,407.7
30,TRUE,FALSE,FALSE,FALSE,434.05,903.77,343.67,524.42,705.18,885.93,1061.62,571.72
30,TRUE,FALSE,FALSE,FALSE,432.54,905.18,342.03,523.06,704.1,885.13,1057.66,569.59
20,TRUE,FALSE,FALSE,FALSE,293.69,762.3,217.46,369.92,522.38,674.84,884.44,395.87
10PRM30,TRUE,FALSE,FALSE,FALSE,226.08,885.55,137.52,314.63,491.74,668.85,800.74,311.53
10,TRUE,FALSE,FALSE,FALSE,462.61,704.91,392.12,533.1,674.08,815.07,1098.46,607.65
30,TRUE,FALSE,FALSE,FALSE,436.96,911.54,345.81,528.12,710.43,892.73,1062.79,574.96
10PRM30,TRUE,FALSE,FALSE,FALSE,234.83,892.35,145.59,324.06,502.53,681,811.09,322.42
30,TRUE,FALSE,FALSE,FALSE,435.78,902.07,345.58,525.99,706.41,886.82,1062.42,573.66
20,TRUE,FALSE,FALSE,FALSE,300.92,760.83,224.83,377,529.16,681.33,894.59,405.22
30,TRUE,FALSE,FALSE,FALSE,424.78,907.73,334.01,515.55,697.1,878.64,1048.74,559.9
20,TRUE,FALSE,FALSE,FALSE,293.5,762.16,217.29,369.72,522.15,674.58,884.69,395.73
10PRM30,TRUE,FALSE,FALSE,FALSE,224.23,883.43,135.89,312.58,489.26,665.95,796.1,308.74
10PRM30,TRUE,FALSE,FALSE,FALSE,237.93,880.82,149.84,326.01,502.17,678.33,814.46,326.09
20,TRUE,FALSE,FALSE,FALSE,303.47,757.72,227.7,379.25,530.79,682.33,897.62,408.3
30,TRUE,FALSE,FALSE,FALSE,440.62,902.11,350.4,530.83,711.25,891.67,1067.04,579.53
30,TRUE,FALSE,FALSE,FALSE,433.4,908.36,342.56,524.23,705.91,887.58,1059.81,570.76
10PRM30,TRUE,FALSE,FALSE,FALSE,234.97,884.61,146.51,323.43,500.35,677.27,812.57,322.81
30,TRUE,FALSE,FALSE,FALSE,430.85,906.61,340.19,521.51,702.83,884.15,1057.58,567.74
30,TRUE,FALSE,FALSE,FALSE,433.9,907.43,343.16,524.65,706.13,887.62,1059.7,571.28
10PRM30,TRUE,FALSE,FALSE,FALSE,227.38,882.62,139.12,315.64,492.16,668.69,801.78,313.09
10,TRUE,FALSE,FALSE,FALSE,470.85,702.55,400.6,541.11,681.62,822.13,1105.65,617.43
10,TRUE,FALSE,FALSE,FALSE,466.09,703.58,395.73,536.44,677.16,817.87,1101.21,611.82
10PRM30,TRUE,FALSE,FALSE,FALSE,223.78,887.22,135.06,312.5,489.95,667.39,798.51,308.65
10,TRUE,FALSE,FALSE,FALSE,465.13,700.03,395.13,535.14,675.14,815.15,1100.16,610.69
10,TRUE,FALSE,FALSE,FALSE,466.48,710.33,395.45,537.51,679.58,821.64,1100.61,612.17
20,TRUE,FALSE,FALSE,FALSE,303.47,757.56,227.71,379.22,530.74,682.25,897.29,408.08
10PRM30,TRUE,FALSE,FALSE,FALSE,225.53,882.91,137.24,313.83,490.41,666.99,798.64,310.71
10PRM30,TRUE,FALSE,FALSE,FALSE,230.75,887.21,142.03,319.47,496.91,674.36,804.78,317.09
10PRM30,TRUE,FALSE,FALSE,FALSE,224.64,881.49,136.49,312.79,489.08,665.38,797.82,309.52
10,TRUE,FALSE,FALSE,FALSE,461.04,705.99,390.44,531.64,672.84,814.04,1095.06,605.51
20,TRUE,FALSE,FALSE,FALSE,305.64,760.17,229.62,381.66,533.69,685.73,898.73,410.73
20,TRUE,FALSE,FALSE,FALSE,296.29,758.03,220.49,372.09,523.7,675.3,889.46,399.52
10PRM30,TRUE,FALSE,FALSE,FALSE,227.53,881.07,139.43,315.64,491.86,668.07,801.48,313.13
10PRM30,TRUE,FALSE,FALSE,FALSE,227.69,882.27,139.47,315.92,492.37,668.83,803.04,313.72
30,TRUE,FALSE,FALSE,FALSE,434.56,906.87,343.87,525.25,706.62,887.99,1060.81,571.99
30,TRUE,FALSE,FALSE,FALSE,433.5,906.64,342.83,524.16,705.49,886.82,1057.53,570.37
20,TRUE,FALSE,FALSE,FALSE,298.81,762.43,222.57,375.06,527.54,680.03,890.62,402.16
10PRM30,TRUE,FALSE,FALSE,FALSE,225.07,880.74,136.99,313.14,489.29,665.44,799.41,310.24
10,TRUE,FALSE,FALSE,FALSE,460.15,707.99,389.35,530.94,672.54,814.14,1093.58,604.3
10,TRUE,FALSE,FALSE,FALSE,470.47,705.74,399.89,541.04,682.19,823.34,1104.6,616.8
30,TRUE,FALSE,FALSE,FALSE,427.19,907.69,336.42,517.96,699.5,881.03,1051.9,563
10,TRUE,FALSE,FALSE,FALSE,468.5,697.11,398.79,538.22,677.64,817.06,1104.17,614.83
10PRM30,TRUE,FALSE,FALSE,FALSE,221.81,881.9,133.62,310,486.38,662.76,793.05,305.76
10,TRUE,FALSE,FALSE,FALSE,470.23,703.31,399.9,540.56,681.22,821.88,1106.14,616.9
10,TRUE,FALSE,FALSE,FALSE,469.85,698.33,400.01,539.68,679.35,819.01,1103.81,616.07
10PRM30,TRUE,FALSE,FALSE,FALSE,221.98,881.55,133.82,310.13,486.44,662.75,794.75,306.14
30,TRUE,FALSE,FALSE,FALSE,428.51,907.32,337.78,519.24,700.7,882.17,1053.88,564.72
10,TRUE,FALSE,FALSE,FALSE,471.88,703.97,401.48,542.27,683.07,823.86,1107.51,618.84
20,TRUE,FALSE,FALSE,FALSE,296.03,760.84,219.95,372.12,524.29,676.45,887.76,399.01
30,TRUE,FALSE,FALSE,FALSE,426.79,913.82,335.41,518.17,700.94,883.7,1051.95,562.59
20,TRUE,FALSE,FALSE,FALSE,301.02,757.55,225.26,376.77,528.28,679.79,893.8,405.12
30,TRUE,FALSE,FALSE,FALSE,433.82,907.5,343.07,524.57,706.07,887.57,1061.1,571.46
10,TRUE,FALSE,FALSE,FALSE,464.53,704.39,394.09,534.97,675.85,816.73,1099.67,609.89
10,TRUE,FALSE,FALSE,FALSE,461.39,702.92,391.1,531.68,672.27,812.85,1096.22,606.07
10,TRUE,FALSE,FALSE,FALSE,465.29,699.88,395.31,535.28,675.26,815.23,1099.12,610.59
10,TRUE,FALSE,FALSE,FALSE,462.42,700.23,392.39,532.44,672.48,812.53,1095.58,606.91
10,TRUE,FALSE,FALSE,FALSE,459.99,706.57,389.33,530.65,671.96,813.27,1093.27,604.03
10,TRUE,FALSE,FALSE,FALSE,466.57,703.44,396.23,536.92,677.6,818.29,1100.33,612.25
10PRM30,TRUE,FALSE,FALSE,FALSE,228.04,881.87,139.86,316.23,492.6,668.98,801.64,313.64
10PRM30,TRUE,FALSE,FALSE,FALSE,230.14,884.34,141.7,318.57,495.44,672.31,803.66,316.1
30,TRUE,FALSE,FALSE,FALSE,430.71,910,339.71,521.71,703.71,885.71,1056.67,567.25
10PRM30,TRUE,FALSE,FALSE,FALSE,216.49,885.1,127.98,305,482.02,659.04,787.02,299.31
10,TRUE,FALSE,FALSE,FALSE,470.32,703.01,400.02,540.62,681.22,821.82,1104.83,616.75
10PRM30,TRUE,FALSE,FALSE,FALSE,220.28,882.81,132,308.56,485.13,661.69,796.25,304.68
30,TRUE,FALSE,FALSE,FALSE,434.27,901.41,344.13,524.41,704.69,884.97,1061.09,571.77
10PRM30,TRUE,FALSE,FALSE,FALSE,226.68,884.85,138.19,315.16,492.13,669.1,800.87,312.07
10PRM30,TRUE,FALSE,FALSE,FALSE,226.27,886.89,137.58,314.96,492.34,669.72,798.83,311.35
10,TRUE,FALSE,FALSE,FALSE,468.25,703.72,397.88,538.63,679.37,820.11,1102.15,614
30,TRUE,FALSE,FALSE,FALSE,432.72,910.5,341.67,523.77,705.87,887.97,1060.13,570.26
10,TRUE,FALSE,FALSE,FALSE,468.98,706.82,398.29,539.66,681.02,822.39,1101.79,614.94
10,TRUE,FALSE,FALSE,FALSE,460.38,707.98,389.58,531.17,672.77,814.36,1093.64,604.55
20,TRUE,FALSE,FALSE,FALSE,297.96,760.94,221.86,374.05,526.24,678.42,890.67,401.48
20,TRUE,FALSE,FALSE,FALSE,299.46,758.12,223.65,375.28,526.9,678.52,893.47,403.59
10,TRUE,FALSE,FALSE,FALSE,465.91,701.96,395.71,536.1,676.5,816.89,1099.86,611.47
10,TRUE,FALSE,FALSE,FALSE,466.05,702.45,395.81,536.3,676.79,817.28,1100.99,611.64
30,TRUE,FALSE,FALSE,FALSE,433.63,900.54,343.57,523.68,703.79,883.9,1060.29,570.86
20,TRUE,FALSE,FALSE,FALSE,299.68,760.86,223.6,375.77,527.94,680.11,893.68,403.6
30,TRUE,FALSE,FALSE,FALSE,431.74,907.19,341.02,522.46,703.9,885.33,1058.83,568.95
20,TRUE,FALSE,FALSE,FALSE,299.98,760.79,223.91,376.06,528.22,680.38,891.55,403.58
20,TRUE,FALSE,FALSE,FALSE,294.76,754.69,219.29,370.23,521.17,672.11,887.32,397.53
10,TRUE,FALSE,FALSE,FALSE,466.58,707.1,395.87,537.3,678.72,820.14,1102.36,612.5
10,TRUE,FALSE,FALSE,FALSE,470.57,704.44,400.13,541.02,681.9,822.79,1105.14,617.12
30,TRUE,FALSE,FALSE,FALSE,438.27,906.92,347.58,528.96,710.35,891.73,1065.52,576.93
20,TRUE,FALSE,FALSE,FALSE,303.57,759.75,227.6,379.54,531.49,683.44,896.76,408.2
30,TRUE,FALSE,FALSE,FALSE,437.42,910.61,346.35,528.48,710.6,892.72,1065.24,575.78
30,TRUE,FALSE,FALSE,FALSE,427.78,906.22,337.16,518.41,699.65,880.9,1053.42,563.91
30,TRUE,FALSE,FALSE,FALSE,434.83,908.46,343.98,525.68,707.37,889.06,1061,572.34
30,TRUE,FALSE,FALSE,FALSE,429.99,907.29,339.26,520.72,702.18,883.63,1056.22,566.82
10PRM30,TRUE,FALSE,FALSE,FALSE,232.7,880.94,144.6,320.79,496.98,673.16,808.69,319.73
10PRM30,TRUE,FALSE,FALSE,FALSE,223.3,887.57,134.54,312.06,489.57,667.09,795.68,307.74
10PRM30,TRUE,FALSE,FALSE,FALSE,225.03,888.12,136.22,313.84,491.47,669.09,798.2,310.07
20,TRUE,FALSE,FALSE,FALSE,298.58,760.05,222.57,374.58,526.59,678.6,892.1,402.24
20,TRUE,FALSE,FALSE,FALSE,303.54,757.87,227.76,379.33,530.9,682.48,896.72,408.19
10,TRUE,FALSE,FALSE,FALSE,468.89,703.92,398.5,539.29,680.07,820.85,1104.46,615.09
20,TRUE,FALSE,FALSE,FALSE,301.56,763.82,225.18,377.94,530.71,683.47,894.98,405.97
10,TRUE,FALSE,FALSE,FALSE,466.04,701.1,395.93,536.15,676.37,816.59,1100.62,611.7
10,TRUE,FALSE,FALSE,FALSE,469.58,702.28,399.36,539.81,680.27,820.72,1105.97,616.25
30,TRUE,FALSE,FALSE,FALSE,432.93,905.6,342.37,523.49,704.61,885.73,1058.91,570.17
30,TRUE,FALSE,FALSE,FALSE,434.74,908.74,343.86,525.61,707.36,889.11,1063.19,572.91
10PRM30,TRUE,FALSE,FALSE,FALSE,225.41,880,137.41,313.41,489.41,665.41,798.35,310.42
10PRM30,TRUE,FALSE,FALSE,FALSE,226.5,881.12,138.39,314.62,490.84,667.07,801.92,312.26
10,TRUE,FALSE,FALSE,FALSE,466.15,702.24,395.92,536.37,676.82,817.27,1099.52,611.38
10,TRUE,FALSE,FALSE,FALSE,466.11,703.34,395.77,536.44,677.11,817.78,1101.47,611.69
20,TRUE,FALSE,FALSE,FALSE,299.43,754.99,223.93,374.93,525.93,676.93,891.63,403.12
30,TRUE,FALSE,FALSE,FALSE,434.13,902.2,343.91,524.35,704.79,885.23,1059.77,571.57
10PRM30,TRUE,FALSE,FALSE,FALSE,220.72,894.86,131.24,310.21,489.18,668.15,792.68,304.58
10,TRUE,FALSE,FALSE,FALSE,465.81,702.2,395.59,536.03,676.47,816.91,1101.01,611.38
10PRM30,TRUE,FALSE,FALSE,FALSE,231.43,878.9,143.54,319.32,495.1,670.88,805.83,317.7
10,TRUE,FALSE,FALSE,FALSE,467.42,699.57,397.46,537.37,677.29,817.2,1101.89,613.21
10PRM30,TRUE,FALSE,FALSE,FALSE,223.48,882.07,135.27,311.69,488.1,664.52,797.43,308.21
10,TRUE,FALSE,FALSE,FALSE,466.46,701.57,396.31,536.62,676.93,817.25,1102.3,612.34
10PRM30,TRUE,FALSE,FALSE,FALSE,225.24,884.45,136.8,313.69,490.58,667.47,799.57,310.44
10PRM30,TRUE,FALSE,FALSE,FALSE,236.78,880.55,148.73,324.84,500.95,677.05,813.2,324.82
10,TRUE,FALSE,FALSE,FALSE,467.04,705.83,396.46,537.62,678.79,819.95,1100.92,612.66
30,TRUE,FALSE,FALSE,FALSE,434.16,906.34,343.52,524.79,706.06,887.33,1060.55,571.76
20,TRUE,FALSE,FALSE,FALSE,300.25,757.05,224.54,375.95,527.36,678.78,894.24,404.51
30,TRUE,FALSE,FALSE,FALSE,433.74,901.74,343.57,523.92,704.26,884.61,1059.76,571.01
20,TRUE,FALSE,FALSE,FALSE,298.51,761.14,222.39,374.62,526.85,679.08,891.51,402.24
10PRM30,TRUE,FALSE,FALSE,FALSE,224.07,886.48,135.42,312.72,490.01,667.31,798.96,309.17
10,TRUE,FALSE,FALSE,FALSE,466.42,701.83,396.24,536.61,676.97,817.34,1100.97,612.26
10PRM30,TRUE,FALSE,FALSE,FALSE,222.93,882.07,134.73,311.14,487.55,663.97,798.13,307.78
30,TRUE,FALSE,FALSE,FALSE,437.83,906.25,347.2,528.45,709.7,890.95,1063.52,576.1
10PRM30,TRUE,FALSE,FALSE,FALSE,225.31,882.57,137.05,313.57,490.08,666.6,800.39,310.81
20,TRUE,FALSE,FALSE,FALSE,297.74,757.13,222.03,373.46,524.88,676.31,889.04,400.93
20,TRUE,FALSE,FALSE,FALSE,300.08,758.48,224.23,375.93,527.62,679.32,894,404.27
10,TRUE,FALSE,FALSE,FALSE,467.87,703.85,397.49,538.26,679.03,819.8,1102.17,613.89
10,TRUE,FALSE,FALSE,FALSE,463.31,704.45,392.87,533.76,674.65,815.54,1096.92,608.16
10PRM30,TRUE,FALSE,FALSE,FALSE,237.36,881.75,149.19,325.54,501.89,678.24,813.09,325.37
10PRM30,TRUE,FALSE,FALSE,FALSE,236.16,881.59,148,324.32,500.64,676.95,813.63,324.34
10,TRUE,FALSE,FALSE,FALSE,468.35,704.51,397.89,538.8,679.7,820.6,1103.98,614.54
10PRM30,TRUE,FALSE,FALSE,FALSE,220.51,882.53,132.25,308.76,485.27,661.77,792.77,304.37
20,TRUE,FALSE,FALSE,FALSE,301.6,756.23,225.97,377.22,528.46,679.71,895.44,406.08
30,TRUE,FALSE,FALSE,FALSE,432.72,905.43,342.18,523.26,704.35,885.43,1060.38,570.11
10PRM30,TRUE,FALSE,FALSE,FALSE,221.8,881.65,133.64,309.97,486.3,662.63,795.98,306.29
20,TRUE,FALSE,FALSE,FALSE,292.36,757,216.66,368.06,519.46,670.86,883.48,394.36
10,TRUE,FALSE,FALSE,FALSE,463.6,702.25,393.37,533.82,674.27,814.72,1098.42,608.81
10,TRUE,FALSE,FALSE,FALSE,466.45,703.12,396.14,536.76,677.39,818.01,1100.98,611.94
10PRM30,TRUE,FALSE,FALSE,FALSE,220.99,887.35,132.25,309.72,487.19,664.66,793.87,305.25
30,TRUE,FALSE,FALSE,FALSE,426.94,908.56,336.08,517.79,699.51,881.22,1051.62,562.74
10PRM30,TRUE,FALSE,FALSE,FALSE,226.4,886.82,137.72,315.08,492.45,669.81,801.94,311.96
10,TRUE,FALSE,FALSE,FALSE,466.86,703.73,396.49,537.23,677.98,818.73,1101.14,612.32
20,TRUE,FALSE,FALSE,FALSE,301.76,761.2,225.64,377.88,530.12,682.36,896.43,406.37
20,TRUE,FALSE,FALSE,FALSE,292.06,756.4,216.42,367.7,518.98,670.26,883.43,394.18
30,TRUE,FALSE,FALSE,FALSE,437.96,907.15,347.25,528.68,710.11,891.54,1064.53,576.39
10,TRUE,FALSE,FALSE,FALSE,468.14,703.15,397.82,538.45,679.08,819.71,1102.92,614.17
20,TRUE,FALSE,FALSE,FALSE,295.07,762.9,218.78,371.36,523.94,676.52,888.42,398.13
10PRM30,TRUE,FALSE,FALSE,FALSE,234.43,880.55,146.38,322.49,498.6,674.71,810.62,321.96
30,TRUE,FALSE,FALSE,FALSE,432.99,903.76,342.61,523.36,704.11,884.86,1060.1,570.59
20,TRUE,FALSE,FALSE,FALSE,292.96,760.14,216.95,368.98,521.01,673.03,881.37,394.73
30,TRUE,FALSE,FALSE,FALSE,431.1,904.52,340.65,521.55,702.45,883.36,1055.87,567.82
20,TRUE,FALSE,FALSE,FALSE,297.4,759,221.5,373.3,525.1,676.9,888.95,400.53
20,TRUE,FALSE,FALSE,FALSE,301.23,761.44,225.08,377.37,529.66,681.95,896.23,405.81
30,TRUE,FALSE,FALSE,FALSE,425.71,900.95,335.61,515.8,695.99,876.18,1050.45,561.19
10,TRUE,FALSE,FALSE,FALSE,464.9,705.4,394.36,535.44,676.52,817.6,1099.04,610.09
10,TRUE,FALSE,FALSE,FALSE,468.3,704.36,397.86,538.74,679.61,820.48,1101.27,614.1
20,TRUE,FALSE,FALSE,FALSE,303.5,758.48,227.65,379.35,531.04,682.74,898.44,408.43
10,TRUE,FALSE,FALSE,FALSE,461.39,701.86,391.21,531.58,671.95,812.32,1095.24,605.76
10PRM30,TRUE,FALSE,FALSE,FALSE,229.33,889.88,140.34,318.32,496.3,674.27,803.6,315.23
30,TRUE,FALSE,FALSE,FALSE,428.19,910.32,337.15,519.22,701.28,883.35,1052.79,564.06
10,TRUE,FALSE,FALSE,FALSE,459.05,701.69,388.88,529.22,669.55,809.89,1089.97,602.36
10PRM30,TRUE,FALSE,FALSE,FALSE,227.61,882.51,139.36,315.86,492.37,668.87,801.98,313.29
20,TRUE,FALSE,FALSE,FALSE,303.13,758.13,227.32,378.94,530.57,682.2,897.12,407.98
20,TRUE,FALSE,FALSE,FALSE,291.39,763.25,215.07,367.72,520.37,673.02,883.49,393.5
20,TRUE,FALSE,FALSE,FALSE,297.02,763.29,220.7,373.35,526.01,678.67,889.19,400.25
10PRM30,TRUE,FALSE,FALSE,FALSE,223.04,885.96,134.44,311.63,488.83,666.02,796.08,307.63
20,TRUE,FALSE,FALSE,FALSE,307.97,759.58,232.01,383.93,535.84,687.76,903.07,413.93
30,TRUE,FALSE,FALSE,FALSE,424.83,906.75,334.16,515.51,696.86,878.21,1049.41,560.19
30,TRUE,FALSE,FALSE,FALSE,437.97,902.16,347.75,528.18,708.62,889.05,1066.59,576.73
20,TRUE,FALSE,FALSE,FALSE,304.14,756.18,228.52,379.76,530.99,682.23,897.39,409.03
10,TRUE,FALSE,FALSE,FALSE,470.59,704.02,400.19,540.99,681.8,822.6,1106.03,617
10PRM30,TRUE,FALSE,FALSE,FALSE,229.13,888.03,140.33,317.93,495.54,673.14,804.44,315.35
30,TRUE,FALSE,FALSE,FALSE,425.16,908.32,334.33,515.99,697.66,879.32,1048.89,560.4
30,TRUE,FALSE,FALSE,FALSE,438.87,906.23,348.25,529.49,710.74,891.98,1065.13,577.17
10,TRUE,FALSE,FALSE,FALSE,467.67,701.94,397.47,537.86,678.25,818.64,1103.7,613.89
20,TRUE,FALSE,FALSE,FALSE,299.28,759.29,223.35,375.21,527.07,678.93,892.46,403.11
30,TRUE,FALSE,FALSE,FALSE,438.83,903.23,348.5,529.15,709.8,890.44,1066.26,577.51
20,TRUE,FALSE,FALSE,FALSE,297.31,758.97,221.41,373.21,525,676.8,891.47,401.01
20,TRUE,FALSE,FALSE,FALSE,300.82,759.63,224.85,376.78,528.7,680.63,895.62,405.28
30,TRUE,FALSE,FALSE,FALSE,433.53,907.19,342.81,524.25,705.68,887.12,1058.83,570.82
10,TRUE,FALSE,FALSE,FALSE,465.68,704.09,395.27,536.09,676.9,817.72,1100.04,610.96
20,TRUE,FALSE,FALSE,FALSE,305.57,757,229.87,381.27,532.67,684.07,899.56,410.81
30,TRUE,FALSE,FALSE,FALSE,427.49,911.03,336.39,518.59,700.8,883,1052.51,563.25
10PRM30,TRUE,FALSE,FALSE,FALSE,229.37,881.13,141.26,317.48,493.71,669.94,804.33,315.54
30,TRUE,FALSE,FALSE,FALSE,435.51,909.23,344.58,526.43,708.27,890.12,1062.6,573.44
10,TRUE,FALSE,FALSE,FALSE,465.42,703.18,395.1,535.73,676.37,817.01,1100.42,610.93
30,TRUE,FALSE,FALSE,FALSE,430.03,910.19,339.01,521.05,703.09,885.13,1054.54,566.26
20,TRUE,FALSE,FALSE,FALSE,298.84,764.91,222.34,375.33,528.31,681.29,890.09,402.2
10PRM30,TRUE,FALSE,FALSE,FALSE,232.86,885.68,144.29,321.43,498.56,675.7,809.44,319.98
