Anos,LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3,Re_real,Re_spread
20,TRUE,FALSE,FALSE,FALSE,298.3,758.69,222.43,374.17,525.9,677.64,889.76,401.73
10PRM30,TRUE,FALSE,FALSE,FALSE,228.05,881.56,139.9,316.21,492.52,668.83,802.86,314.05
30,TRUE,FALSE,FALSE,FALSE,425.6,906.1,334.99,516.21,697.43,878.65,1049.57,561.08
10,TRUE,FALSE,FALSE,FALSE,472.44,701.57,402.29,542.6,682.91,823.23,1108.14,619.49
10PRM30,TRUE,FALSE,FALSE,FALSE,224.02,884.25,135.6,312.45,489.3,666.15,797.45,308.53
10,TRUE,FALSE,FALSE,FALSE,470.27,707.62,399.5,541.03,682.55,824.08,1103.03,616.38
20,TRUE,FALSE,FALSE,FALSE,305.43,755.09,229.92,380.94,531.96,682.98,898.72,410.76
30,TRUE,FALSE,FALSE,FALSE,429.71,905.9,339.12,520.3,701.48,882.66,1057.05,566.48
10PRM30,TRUE,FALSE,FALSE,FALSE,228.48,882.94,140.19,316.77,493.36,669.95,804.41,314.62
20,TRUE,FALSE,FALSE,FALSE,303.19,757.23,227.47,378.92,530.36,681.81,896.68,407.77
10,TRUE,FALSE,FALSE,FALSE,464.87,705.23,394.35,535.4,676.44,817.49,1099.65,610.06
30,TRUE,FALSE,FALSE,FALSE,437.03,904.64,346.57,527.5,708.43,889.35,1063.73,575.06
30,TRUE,FALSE,FALSE,FALSE,443.16,904.75,352.68,533.63,714.58,895.53,1071.98,582.84
10PRM30,TRUE,FALSE,FALSE,FALSE,236.4,881.46,148.25,324.54,500.84,677.13,810.49,323.83
20,TRUE,FALSE,FALSE,FALSE,297.06,759.11,221.15,372.97,524.79,676.61,889.26,400.26
10PRM30,TRUE,FALSE,FALSE,FALSE,224.94,880.6,136.88,313,489.12,665.25,799.53,310.31
10PRM30,TRUE,FALSE,FALSE,FALSE,231.3,887.3,142.57,320.03,497.49,674.95,807.5,318.05
30,TRUE,FALSE,FALSE,FALSE,438.15,905.6,347.59,528.71,709.83,890.95,1067.06,576.97
30,TRUE,FALSE,FALSE,FALSE,422.52,903.48,332.17,512.87,693.56,874.26,1045.41,556.82
30,TRUE,FALSE,FALSE,FALSE,428.24,902.66,337.97,518.51,699.04,879.57,1052.59,564.23
10,TRUE,FALSE,FALSE,FALSE,463.32,703.87,392.93,533.7,674.48,815.25,1097.97,608.29
20,TRUE,FALSE,FALSE,FALSE,300.86,760.26,224.83,376.89,528.94,680.99,895.12,404.94
10,TRUE,FALSE,FALSE,FALSE,460.82,701.88,390.64,531.01,671.39,811.77,1094.6,605.03
10PRM30,TRUE,FALSE,FALSE,FALSE,227.84,877.25,140.11,315.56,491.01,666.46,803.25,313.85
20,TRUE,FALSE,FALSE,FALSE,301.34,763.78,224.96,377.72,530.47,683.23,895.25,405.76
20,TRUE,FALSE,FALSE,FALSE,295.28,759.13,219.37,371.19,523.02,674.84,886.08,397.94
30,TRUE,FALSE,FALSE,FALSE,430.26,905.91,339.67,520.85,702.03,883.21,1055.49,566.76
10,TRUE,FALSE,FALSE,FALSE,464.62,706.17,394,535.24,676.47,817.71,1098.24,609.8
30,TRUE,FALSE,FALSE,FALSE,435.4,905.89,344.81,525.99,707.17,888.35,1063.18,573.53
30,TRUE,FALSE,FALSE,FALSE,437.85,897.67,348.09,527.62,707.15,886.69,1064.5,576.3
20,TRUE,FALSE,FALSE,FALSE,298.05,758.21,222.23,373.87,525.51,677.16,889.24,401
10PRM30,TRUE,FALSE,FALSE,FALSE,224.49,884.5,136.04,312.95,489.85,666.75,798.14,309.45
30,TRUE,FALSE,FALSE,FALSE,432.33,905.41,341.79,522.87,703.95,885.03,1057.56,569.21
20,TRUE,FALSE,FALSE,FALSE,302.69,762.28,226.46,378.92,531.37,683.83,894.3,406.95
20,TRUE,FALSE,FALSE,FALSE,305.03,758.95,229.14,380.93,532.72,684.51,899.42,410.38
30,TRUE,FALSE,FALSE,FALSE,432.53,908.68,341.66,523.4,705.14,886.87,1058.29,569.6
10PRM30,TRUE,FALSE,FALSE,FALSE,227.85,883.66,139.49,316.22,492.95,669.68,801.04,313.19
30,TRUE,FALSE,FALSE,FALSE,430.92,909.12,340.01,521.83,703.65,885.48,1058.57,568.18
30,TRUE,FALSE,FALSE,FALSE,435.12,904.42,344.68,525.56,706.45,887.33,1061.6,572.84
10,TRUE,FALSE,FALSE,FALSE,464.78,701.8,394.6,534.96,675.32,815.68,1098.21,609.88
30,TRUE,FALSE,FALSE,FALSE,429.43,906.14,338.82,520.04,701.27,882.5,1056.55,566.09
10PRM30,TRUE,FALSE,FALSE,FALSE,228.22,884.68,139.75,316.68,493.62,670.55,802.4,314.26
20,TRUE,FALSE,FALSE,FALSE,304.55,761.63,228.39,380.71,533.04,685.37,899.78,409.84
10PRM30,TRUE,FALSE,FALSE,FALSE,228.56,885.25,140.04,317.09,494.14,671.19,803.89,314.79
10,TRUE,FALSE,FALSE,FALSE,464.36,706.15,393.74,534.97,676.2,817.43,1098.56,609.41
20,TRUE,FALSE,FALSE,FALSE,303.83,763.14,227.52,380.14,532.77,685.4,898.29,408.61
30,TRUE,FALSE,FALSE,FALSE,445.67,906.97,354.97,536.36,717.76,899.15,1075.95,586.37
30,TRUE,FALSE,FALSE,FALSE,436.51,907.85,345.72,527.29,708.86,890.43,1063.18,574.71
30,TRUE,FALSE,FALSE,FALSE,426,905.33,335.47,516.53,697.6,878.67,1050.66,561.67
30,TRUE,FALSE,FALSE,FALSE,429.71,908.55,338.86,520.57,702.28,883.99,1053.93,566
10,TRUE,FALSE,FALSE,FALSE,469.76,701.23,399.64,539.89,680.13,820.38,1105.73,616.19
10PRM30,TRUE,FALSE,FALSE,FALSE,230.44,880.45,142.39,318.48,494.57,670.66,806.54,317.1
20,TRUE,FALSE,FALSE,FALSE,301.6,759.91,225.61,377.59,529.58,681.56,893.47,405.89
30,TRUE,FALSE,FALSE,FALSE,423.37,912.8,332.09,514.65,697.21,879.77,1046.41,558.12
20,TRUE,FALSE,FALSE,FALSE,298.58,758.05,222.78,374.39,526,677.61,891.16,402.12
10PRM30,TRUE,FALSE,FALSE,FALSE,231.94,887.42,143.19,320.68,498.16,675.65,807.05,318.72
10,TRUE,FALSE,FALSE,FALSE,467.83,701.27,397.7,537.96,678.21,818.46,1102.22,613.87
30,TRUE,FALSE,FALSE,FALSE,433.4,909.9,342.41,524.39,706.37,888.35,1060.59,570.93
10PRM30,TRUE,FALSE,FALSE,FALSE,222.33,878.04,134.53,310.13,485.74,661.35,796.8,306.84
20,TRUE,FALSE,FALSE,FALSE,298.29,760.08,222.28,374.3,526.31,678.33,890.18,401.73
10PRM30,TRUE,FALSE,FALSE,FALSE,228.42,885.04,139.91,316.92,493.93,670.94,804.16,314.58
10PRM30,TRUE,FALSE,FALSE,FALSE,226.25,881.44,138.1,314.39,490.68,666.97,802.36,311.97
20,TRUE,FALSE,FALSE,FALSE,302.43,758.73,226.55,378.3,530.05,681.79,894.81,406.64
20,TRUE,FALSE,FALSE,FALSE,297.61,759.65,221.64,373.57,525.5,677.43,890.37,401.04
30,TRUE,FALSE,FALSE,FALSE,435.65,918.59,343.8,527.51,711.23,894.95,1060.77,573.35
10,TRUE,FALSE,FALSE,FALSE,461.63,701.9,391.44,531.82,672.2,812.58,1097.01,606.41
10,TRUE,FALSE,FALSE,FALSE,465.67,702.58,395.41,535.93,676.44,816.96,1100.44,611.26
10PRM30,TRUE,FALSE,FALSE,FALSE,226.07,887.82,137.29,314.85,492.42,669.98,802.57,311.81
10PRM30,TRUE,FALSE,FALSE,FALSE,234.78,880.23,146.76,322.8,498.85,674.9,811.68,322.5
10,TRUE,FALSE,FALSE,FALSE,467.34,703.47,396.99,537.68,678.38,819.07,1101.07,612.95
10PRM30,TRUE,FALSE,FALSE,FALSE,225.15,882.75,136.88,313.43,489.98,666.53,798.3,310.27
10,TRUE,FALSE,FALSE,FALSE,471.56,702.84,401.28,541.84,682.41,822.98,1106.56,618.51
10,TRUE,FALSE,FALSE,FALSE,467.72,704.16,397.31,538.14,678.97,819.8,1101.82,613.59
10,TRUE,FALSE,FALSE,FALSE,468.78,707.11,398.07,539.49,680.91,822.34,1102.59,614.65
20,TRUE,FALSE,FALSE,FALSE,301.31,763.74,224.93,377.68,530.43,683.17,896.18,405.93
30,TRUE,FALSE,FALSE,FALSE,444.36,901.11,354.25,534.47,714.7,894.92,1074.14,584.57
20,TRUE,FALSE,FALSE,FALSE,294.95,756.68,219.28,370.62,521.96,673.29,884.31,396.96
10PRM30,TRUE,FALSE,FALSE,FALSE,229.63,879.92,141.63,317.62,493.6,669.58,804.65,316.02
10PRM30,TRUE,FALSE,FALSE,FALSE,226.91,884.34,138.48,315.35,492.21,669.08,802.42,312.58
30,TRUE,FALSE,FALSE,FALSE,440.14,908.39,349.3,530.98,712.66,894.33,1067.02,578.99
10PRM30,TRUE,FALSE,FALSE,FALSE,223.47,883.54,135.12,311.83,488.53,665.24,795.57,308.05
30,TRUE,FALSE,FALSE,FALSE,435.67,909.28,344.74,526.59,708.45,890.31,1060.74,573.32
30,TRUE,FALSE,FALSE,FALSE,439.82,903.84,349.44,530.21,710.98,891.74,1066.45,578.6
30,TRUE,FALSE,FALSE,FALSE,438.83,904.72,348.36,529.31,710.25,891.19,1069.59,578.11
30,TRUE,FALSE,FALSE,FALSE,439.82,904.02,349.42,530.22,711.02,891.83,1070.86,579.41
30,TRUE,FALSE,FALSE,FALSE,432.35,908.34,341.51,523.18,704.85,886.52,1058.98,569.54
10,TRUE,FALSE,FALSE,FALSE,456.08,704.91,385.59,526.57,667.55,808.54,1090.99,599.6
10PRM30,TRUE,FALSE,FALSE,FALSE,224.5,880.78,136.42,312.58,488.73,664.89,797.98,309.6
20,TRUE,FALSE,FALSE,FALSE,293.11,761.37,216.97,369.24,521.52,673.79,886.12,395.68
30,TRUE,FALSE,FALSE,FALSE,437.53,908.07,346.72,528.34,709.95,891.56,1064.2,575.78
10PRM30,TRUE,FALSE,FALSE,FALSE,232.4,885.08,143.89,320.91,497.92,674.94,806.92,319.04
10,TRUE,FALSE,FALSE,FALSE,473.99,702.07,403.78,544.2,684.61,825.03,1108.02,621.09
10,TRUE,FALSE,FALSE,FALSE,466.34,706.46,395.7,536.99,678.28,819.58,1101.04,611.96
10,TRUE,FALSE,FALSE,FALSE,463.43,703.82,393.05,533.82,674.58,815.34,1098.36,608.56
20,TRUE,FALSE,FALSE,FALSE,305.22,758.37,229.39,381.06,532.74,684.41,898.32,410.42
10,TRUE,FALSE,FALSE,FALSE,462.43,705.95,391.83,533.03,674.22,815.41,1096.06,607.15
10,TRUE,FALSE,FALSE,FALSE,466.96,703.23,396.64,537.28,677.93,818.58,1101.7,612.7
20,TRUE,FALSE,FALSE,FALSE,308.17,762.68,231.9,384.44,536.97,689.51,902.92,414.03
10,TRUE,FALSE,FALSE,FALSE,460.89,705.6,390.33,531.45,672.57,813.69,1095.05,605.39
20,TRUE,FALSE,FALSE,FALSE,301.4,759.87,225.41,377.39,529.36,681.33,894.7,405.87
30,TRUE,FALSE,FALSE,FALSE,441.35,911.13,350.24,532.46,714.69,896.92,1069.21,580.47
30,TRUE,FALSE,FALSE,FALSE,426.95,902.17,336.74,517.17,697.61,878.04,1050.85,562.52
30,TRUE,FALSE,FALSE,FALSE,432.44,903.52,342.09,522.79,703.49,884.2,1058.34,569.41
10PRM30,TRUE,FALSE,FALSE,FALSE,219.61,882.59,131.35,307.87,484.39,660.91,792.26,303.33
30,TRUE,FALSE,FALSE,FALSE,430.97,907.92,340.17,521.76,703.34,884.93,1054.57,567.26
10,TRUE,FALSE,FALSE,FALSE,470.05,702.12,399.83,540.26,680.68,821.11,1106.04,616.66
30,TRUE,FALSE,FALSE,FALSE,425.73,905.42,335.19,516.27,697.36,878.44,1050.35,561.16
20,TRUE,FALSE,FALSE,FALSE,294.15,760.64,218.08,370.21,522.34,674.47,885.63,396.68
10PRM30,TRUE,FALSE,FALSE,FALSE,234.52,877.51,146.77,322.27,497.77,673.27,810.65,321.94
10PRM30,TRUE,FALSE,FALSE,FALSE,232.45,880.18,144.43,320.46,496.5,672.54,807.53,318.97
20,TRUE,FALSE,FALSE,FALSE,295.31,760.4,219.27,371.35,523.43,675.51,887.38,398.18
30,TRUE,FALSE,FALSE,FALSE,433.56,907.58,342.8,524.32,705.84,887.35,1058.19,570.67
30,TRUE,FALSE,FALSE,FALSE,427.81,904.86,337.32,518.3,699.27,880.24,1054.4,563.98
20,TRUE,FALSE,FALSE,FALSE,296.12,760.03,220.11,372.12,524.13,676.13,890.91,399.48
10,TRUE,FALSE,FALSE,FALSE,463.46,702.55,393.21,533.72,674.23,814.74,1097.2,608.19
10PRM30,TRUE,FALSE,FALSE,FALSE,229.93,888.46,141.08,318.77,496.46,674.16,804.31,316.04
10,TRUE,FALSE,FALSE,FALSE,462.88,698.92,392.99,532.78,672.56,812.35,1095.63,607.25
20,TRUE,FALSE,FALSE,FALSE,299.47,761.79,223.29,375.65,528.01,680.36,891.53,403.17
20,TRUE,FALSE,FALSE,FALSE,298.34,763.4,222,374.68,527.36,680.04,891.57,401.95
30,TRUE,FALSE,FALSE,FALSE,439.16,898.55,349.3,529.01,708.72,888.43,1065.82,577.8
10,TRUE,FALSE,FALSE,FALSE,464.46,702.07,394.25,534.67,675.08,815.5,1097.75,609.47
30,TRUE,FALSE,FALSE,FALSE,434.67,907.31,343.94,525.41,706.87,888.33,1060.31,572.13
10,TRUE,FALSE,FALSE,FALSE,470.7,705.12,400.19,541.21,682.24,823.26,1106.05,617.3
10PRM30,TRUE,FALSE,FALSE,FALSE,230.11,886.3,141.48,318.74,496,673.26,804.69,316.38
10,TRUE,FALSE,FALSE,FALSE,471.45,705.12,400.94,541.96,682.99,824.01,1107.54,618.44
30,TRUE,FALSE,FALSE,FALSE,429.95,906.21,339.33,520.57,701.82,883.06,1057.31,566.89
10PRM30,TRUE,FALSE,FALSE,FALSE,229.86,880.87,141.77,317.95,494.12,670.29,805.67,316.37
30,TRUE,FALSE,FALSE,FALSE,439.65,908.17,348.83,530.47,712.1,893.74,1067.5,578.64
10,TRUE,FALSE,FALSE,FALSE,467.65,700.61,397.59,537.71,677.83,817.96,1102.34,613.6
10PRM30,TRUE,FALSE,FALSE,FALSE,226.68,885.4,138.14,315.22,492.3,669.39,800.78,312.26
20,TRUE,FALSE,FALSE,FALSE,294.78,759.62,218.82,370.74,522.67,674.59,887.79,397.51
10PRM30,TRUE,FALSE,FALSE,FALSE,232.25,887.52,143.5,321.01,498.51,676.02,806.72,318.84
10,TRUE,FALSE,FALSE,FALSE,462.51,705.16,391.99,533.02,674.06,815.09,1095.95,607.15
20,TRUE,FALSE,FALSE,FALSE,297.92,760.81,221.84,374,526.16,678.32,890.84,401.44
30,TRUE,FALSE,FALSE,FALSE,437.08,904.25,346.66,527.51,708.36,889.21,1065.55,575.73
30,TRUE,FALSE,FALSE,FALSE,422.84,908.99,331.94,513.74,695.54,877.33,1045.14,557.49
10PRM30,TRUE,FALSE,FALSE,FALSE,234.7,883.66,146.33,323.06,499.79,676.53,811.53,322.26
30,TRUE,FALSE,FALSE,FALSE,436.79,908.72,345.92,527.66,709.41,891.15,1064.52,575.01
20,TRUE,FALSE,FALSE,FALSE,299.02,755.57,223.47,374.58,525.69,676.81,890.73,402.63
30,TRUE,FALSE,FALSE,FALSE,428.99,901.04,338.88,519.09,699.3,879.51,1055.6,565.55
10,TRUE,FALSE,FALSE,FALSE,467.15,702.57,396.89,537.4,677.92,818.43,1100.62,612.72
10,TRUE,FALSE,FALSE,FALSE,470.79,705.28,400.26,541.31,682.37,823.43,1106.32,617.51
10,TRUE,FALSE,FALSE,FALSE,461.36,702.82,391.08,531.64,672.21,812.77,1093.12,605.59
10,TRUE,FALSE,FALSE,FALSE,468.54,700.82,398.46,538.62,678.79,818.95,1102.23,614.21
10,TRUE,FALSE,FALSE,FALSE,468.54,702.01,398.34,538.74,679.14,819.54,1103.34,614.77
10,TRUE,FALSE,FALSE,FALSE,466.64,701.95,396.44,536.83,677.22,817.61,1100.76,612.39
20,TRUE,FALSE,FALSE,FALSE,305.04,756.41,229.4,380.68,531.96,683.24,899.97,410.35
