LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3
FALSE,FALSE,FALSE,FALSE,51.07,885,-37.44,139.57,316.57,493.57
FALSE,TRUE,TRUE,FALSE,293.91,700.34,293.91,293.91,644.08,994.25
TRUE,TRUE,FALSE,TRUE,467.39,704.82,396.91,537.87,678.83,819.8
FALSE,FALSE,FALSE,TRUE,41.14,881.38,-46.99,129.28,305.56,481.84
FALSE,TRUE,FALSE,FALSE,284.34,702.23,214.12,354.57,495.01,635.46
FALSE,FALSE,TRUE,TRUE,42.68,884.37,42.68,42.68,484.86,927.05
FALSE,FALSE,TRUE,TRUE,48.97,879.03,48.97,48.97,488.49,928.01
TRUE,TRUE,TRUE,FALSE,471.14,700.39,471.14,471.14,821.34,1171.54
FALSE,FALSE,FALSE,FALSE,50.22,888.25,-38.6,139.05,316.7,494.35
FALSE,TRUE,TRUE,TRUE,284.26,702.27,284.26,284.26,635.39,986.53
FALSE,FALSE,FALSE,TRUE,37.84,882,-50.36,126.04,302.44,478.84
FALSE,FALSE,FALSE,FALSE,41.05,885.67,-47.52,129.61,306.75,483.88
FALSE,FALSE,FALSE,TRUE,39.94,885.07,-48.57,128.45,305.46,482.47
FALSE,TRUE,TRUE,FALSE,291.5,699.32,291.5,291.5,641.15,990.81
TRUE,TRUE,TRUE,FALSE,470.65,705.26,470.65,470.65,823.28,1175.91
TRUE,FALSE,FALSE,FALSE,234.84,887.99,146.04,323.64,501.24,678.84
TRUE,FALSE,TRUE,TRUE,219.62,888.61,219.62,219.62,663.92,1108.23
FALSE,TRUE,FALSE,TRUE,285.05,700.35,215.01,355.08,495.15,635.22
FALSE,TRUE,TRUE,FALSE,297.13,699.28,297.13,297.13,646.77,996.41
FALSE,FALSE,FALSE,FALSE,50.94,881.85,-37.24,139.13,315.5,491.87
TRUE,TRUE,TRUE,FALSE,468.15,701.74,468.15,468.15,819.02,1169.89
TRUE,TRUE,TRUE,FALSE,458.18,700.81,458.18,458.18,808.59,1158.99
FALSE,FALSE,TRUE,FALSE,49.63,881,49.63,49.63,490.13,930.63
FALSE,TRUE,TRUE,TRUE,275.93,700.97,275.93,275.93,626.42,976.9
FALSE,FALSE,TRUE,TRUE,37.18,883.98,37.18,37.18,479.17,921.16
TRUE,FALSE,TRUE,FALSE,228.04,883.73,228.04,228.04,669.9,1111.77
TRUE,TRUE,TRUE,TRUE,456.65,704.71,456.65,456.65,809.01,1161.37
FALSE,TRUE,TRUE,TRUE,283.21,701.55,283.21,283.21,633.98,984.76
TRUE,FALSE,FALSE,TRUE,214.45,882.21,126.23,302.67,479.11,655.56
FALSE,TRUE,TRUE,FALSE,294.14,700.4,294.14,294.14,644.34,994.54
TRUE,TRUE,TRUE,FALSE,470.19,702.78,470.19,470.19,821.58,1172.98
TRUE,TRUE,FALSE,FALSE,458.26,700.86,388.17,528.34,668.51,808.69
TRUE,TRUE,TRUE,TRUE,452.34,705.42,452.34,452.34,805.05,1157.76
FALSE,TRUE,TRUE,FALSE,285.23,706.35,285.23,285.23,638.4,991.58
FALSE,TRUE,TRUE,TRUE,282.85,705.48,282.85,282.85,635.59,988.33
FALSE,TRUE,FALSE,FALSE,292.96,700.42,222.91,363,503.08,643.17
TRUE,TRUE,FALSE,FALSE,467.77,703.64,397.4,538.13,678.86,819.59
TRUE,TRUE,FALSE,FALSE,468.42,704.13,398.01,538.83,679.66,820.49
FALSE,TRUE,TRUE,FALSE,293.53,702.28,293.53,293.53,644.67,995.81
TRUE,FALSE,FALSE,FALSE,243.54,886.48,154.9,332.19,509.49,686.78
FALSE,TRUE,TRUE,TRUE,284.07,705.74,284.07,284.07,636.94,989.81
TRUE,FALSE,TRUE,FALSE,222.86,878.78,222.86,222.86,662.25,1101.65
TRUE,TRUE,FALSE,TRUE,461.48,703.89,391.09,531.87,672.65,813.42
FALSE,FALSE,FALSE,TRUE,46.46,877.85,-41.32,134.25,309.82,485.39
TRUE,FALSE,FALSE,FALSE,226.78,882.34,138.54,315.01,491.48,667.94
TRUE,FALSE,FALSE,FALSE,229.1,888.88,140.21,317.99,495.76,673.54
FALSE,TRUE,TRUE,FALSE,287.46,702.28,287.46,287.46,638.6,989.75
TRUE,FALSE,TRUE,TRUE,221.62,885.47,221.62,221.62,664.36,1107.09
FALSE,TRUE,TRUE,FALSE,286.71,699.2,286.71,286.71,636.31,985.91
FALSE,TRUE,TRUE,FALSE,289.81,700.39,289.81,289.81,640.01,990.2
TRUE,FALSE,TRUE,FALSE,227.42,885.08,227.42,227.42,669.96,1112.49
TRUE,FALSE,FALSE,FALSE,220.38,886.47,131.73,309.02,486.32,663.61
FALSE,TRUE,FALSE,TRUE,279.21,703.52,208.85,349.56,490.26,630.97
FALSE,TRUE,FALSE,FALSE,291.47,701.06,221.36,361.58,501.79,642
FALSE,TRUE,TRUE,FALSE,286.88,701.5,286.88,286.88,637.63,988.38
TRUE,FALSE,FALSE,FALSE,221.42,887.17,132.7,310.13,487.57,665
FALSE,FALSE,FALSE,TRUE,37.4,883.01,-50.9,125.7,302.3,478.9
FALSE,TRUE,TRUE,FALSE,289.43,705.44,289.43,289.43,642.15,994.87
TRUE,FALSE,FALSE,TRUE,220.33,885.29,131.8,308.85,485.91,662.97
TRUE,FALSE,FALSE,FALSE,236.8,881.71,148.63,324.97,501.31,677.66
FALSE,TRUE,FALSE,FALSE,289.03,706.91,218.34,359.72,501.1,642.48
FALSE,FALSE,TRUE,FALSE,59.41,883.41,59.41,59.41,501.12,942.82
TRUE,TRUE,TRUE,FALSE,471.28,702.09,471.28,471.28,822.33,1173.37
FALSE,FALSE,TRUE,TRUE,48.51,887.82,48.51,48.51,492.42,936.33
TRUE,TRUE,FALSE,TRUE,448.9,711.87,377.71,520.09,662.46,804.83
TRUE,TRUE,TRUE,TRUE,448.89,709.35,448.89,448.89,803.57,1158.24
FALSE,TRUE,TRUE,TRUE,285.21,701.03,285.21,285.21,635.73,986.24
FALSE,TRUE,TRUE,FALSE,292.3,698.94,292.3,292.3,641.77,991.24
FALSE,FALSE,TRUE,FALSE,50.26,880.91,50.26,50.26,490.71,931.17
FALSE,TRUE,FALSE,TRUE,275.17,704.05,204.77,345.58,486.39,627.2
TRUE,FALSE,FALSE,FALSE,235.35,876.69,147.69,323.02,498.36,673.7
TRUE,TRUE,FALSE,TRUE,456.53,703.93,386.14,526.92,667.71,808.5
FALSE,TRUE,FALSE,TRUE,285.44,704.39,215.01,355.88,496.76,637.64
TRUE,FALSE,TRUE,TRUE,214.96,884.14,214.96,214.96,657.03,1099.1
TRUE,TRUE,FALSE,TRUE,461.11,701.89,390.92,531.29,671.67,812.05
FALSE,FALSE,FALSE,TRUE,42.64,884.87,-45.85,131.12,308.1,485.07
FALSE,TRUE,TRUE,TRUE,284.97,700.08,284.97,284.97,635.01,985.06
FALSE,TRUE,TRUE,TRUE,279.17,701.4,279.17,279.17,629.87,980.57
TRUE,TRUE,TRUE,TRUE,459.38,703,459.38,459.38,810.88,1162.38
TRUE,FALSE,FALSE,FALSE,230.27,888.21,141.45,319.09,496.73,674.38
TRUE,FALSE,FALSE,TRUE,219.08,887.35,130.34,307.81,485.28,662.75
FALSE,FALSE,FALSE,TRUE,41.07,884.12,-47.34,129.48,306.3,483.13
TRUE,TRUE,TRUE,FALSE,464.79,702.56,464.79,464.79,816.07,1167.35
FALSE,TRUE,FALSE,TRUE,289.43,700.31,219.39,359.46,499.52,639.58
FALSE,FALSE,FALSE,FALSE,54.14,881.36,-34,142.27,318.55,494.82
TRUE,FALSE,TRUE,FALSE,222.11,883.99,222.11,222.11,664.1,1106.1
FALSE,FALSE,TRUE,TRUE,29.01,880.76,29.01,29.01,469.39,909.77
TRUE,FALSE,FALSE,TRUE,217.73,887.73,128.95,306.5,484.05,661.6
TRUE,TRUE,FALSE,TRUE,456.56,710.07,385.55,527.57,669.58,811.6
FALSE,TRUE,FALSE,TRUE,275.4,702.41,205.16,345.64,486.12,626.61
FALSE,TRUE,TRUE,FALSE,288.51,703.29,288.51,288.51,640.16,991.8
TRUE,TRUE,TRUE,FALSE,470.55,702.85,470.55,470.55,821.97,1173.4
FALSE,FALSE,FALSE,TRUE,34.66,882.92,-53.63,122.95,299.53,476.12
TRUE,TRUE,FALSE,TRUE,455.9,709.6,384.94,526.86,668.78,810.7
FALSE,FALSE,FALSE,TRUE,41.87,878.08,-45.94,129.68,305.29,480.91
TRUE,FALSE,TRUE,FALSE,229.23,883.36,229.23,229.23,670.91,1112.59
FALSE,TRUE,FALSE,FALSE,288.86,701.31,218.73,358.99,499.26,639.52
TRUE,TRUE,TRUE,FALSE,464.33,704.88,464.33,464.33,816.77,1169.21
TRUE,FALSE,TRUE,TRUE,203.59,889.11,203.59,203.59,648.14,1092.7
FALSE,FALSE,FALSE,FALSE,60.35,876.7,-27.32,148.02,323.37,498.71
FALSE,FALSE,TRUE,TRUE,50.7,881.7,50.7,50.7,491.55,932.4
FALSE,TRUE,FALSE,TRUE,279.05,703.87,208.66,349.43,490.21,630.98
FALSE,FALSE,TRUE,FALSE,50.56,876.6,50.56,50.56,488.86,927.16
FALSE,TRUE,TRUE,FALSE,293.69,700.61,293.69,293.69,643.99,994.3
TRUE,TRUE,FALSE,TRUE,460.09,708.79,389.21,530.97,672.73,814.49
TRUE,FALSE,FALSE,TRUE,210.18,887.27,121.45,298.91,476.36,653.81
TRUE,FALSE,FALSE,FALSE,224.01,882.46,135.76,312.26,488.75,665.24
TRUE,FALSE,TRUE,FALSE,229.15,882.03,229.15,229.15,670.16,1111.18
TRUE,TRUE,TRUE,FALSE,463.11,704.05,463.11,463.11,815.14,1167.16
TRUE,FALSE,FALSE,FALSE,226.06,880.11,138.05,314.07,490.09,666.11
FALSE,FALSE,FALSE,TRUE,44.39,876.23,-43.23,132.01,307.26,482.5
FALSE,FALSE,TRUE,TRUE,39.46,887.06,39.46,39.46,482.99,926.52
TRUE,TRUE,TRUE,FALSE,462.28,706.64,462.28,462.28,815.6,1168.91
FALSE,FALSE,TRUE,FALSE,52.44,881.39,52.44,52.44,493.13,933.83
TRUE,TRUE,TRUE,TRUE,458.89,706.74,458.89,458.89,812.26,1165.63
TRUE,FALSE,FALSE,FALSE,225.45,876.49,137.8,313.1,488.39,663.69
FALSE,TRUE,TRUE,TRUE,286.05,703.94,286.05,286.05,638.02,989.99
TRUE,FALSE,FALSE,FALSE,226.66,885.32,138.13,315.19,492.25,669.32
FALSE,TRUE,FALSE,FALSE,290.42,701.18,220.3,360.53,500.77,641.01
FALSE,TRUE,FALSE,TRUE,283.05,701.65,212.89,353.22,493.55,633.88
TRUE,FALSE,TRUE,FALSE,224.38,883.64,224.38,224.38,666.2,1108.02
FALSE,TRUE,TRUE,FALSE,289.93,703.49,289.93,289.93,641.68,993.42
FALSE,TRUE,FALSE,TRUE,288.95,706.01,218.35,359.55,500.75,641.95
FALSE,FALSE,TRUE,FALSE,54.35,882.02,54.35,54.35,495.36,936.37
TRUE,FALSE,TRUE,FALSE,227.58,884.32,227.58,227.58,669.74,1111.9
TRUE,FALSE,TRUE,FALSE,223.64,888.04,223.64,223.64,667.66,1111.68
FALSE,TRUE,FALSE,TRUE,279.42,702.71,209.15,349.69,490.23,630.77
FALSE,FALSE,FALSE,TRUE,35.85,884.08,-52.55,124.26,301.08,477.89
TRUE,FALSE,FALSE,TRUE,213.07,885.56,124.52,301.63,478.74,655.85
FALSE,FALSE,FALSE,FALSE,55.18,881.31,-32.95,143.31,319.57,495.83
FALSE,FALSE,TRUE,FALSE,53.68,891.28,53.68,53.68,499.32,944.96
FALSE,FALSE,TRUE,FALSE,55.7,882.89,55.7,55.7,497.15,938.59
TRUE,TRUE,TRUE,FALSE,463.38,703.51,463.38,463.38,815.13,1166.89
FALSE,FALSE,TRUE,TRUE,33.29,885.95,33.29,33.29,476.27,919.24
FALSE,TRUE,FALSE,FALSE,283.45,701.31,213.32,353.58,493.84,634.1
TRUE,FALSE,TRUE,TRUE,216.04,889.92,216.04,216.04,661,1105.96
TRUE,TRUE,FALSE,TRUE,451.93,705.44,381.39,522.47,663.56,804.65
TRUE,FALSE,FALSE,FALSE,226.51,882.01,138.31,314.71,491.11,667.52
FALSE,FALSE,TRUE,TRUE,42.08,882.71,42.08,42.08,483.44,924.79
FALSE,TRUE,FALSE,TRUE,280.41,701.63,210.24,350.57,490.9,631.22
TRUE,FALSE,TRUE,TRUE,225.34,885.71,225.34,225.34,668.19,1111.05
TRUE,TRUE,TRUE,FALSE,467.25,702.51,467.25,467.25,818.5,1169.76
FALSE,TRUE,TRUE,FALSE,290.94,701.6,290.94,290.94,641.74,992.54
TRUE,TRUE,FALSE,FALSE,462.38,705.02,391.87,532.88,673.88,814.89
TRUE,FALSE,TRUE,TRUE,223.75,888.27,223.75,223.75,667.88,1112.02
TRUE,FALSE,TRUE,FALSE,239.47,881.76,239.47,239.47,680.35,1121.23
TRUE,TRUE,FALSE,TRUE,457.43,703.39,387.09,527.76,668.44,809.12
TRUE,TRUE,FALSE,TRUE,457.96,705.42,387.42,528.5,669.59,810.67
TRUE,FALSE,FALSE,TRUE,221.35,886.58,132.69,310.01,487.33,664.64
FALSE,TRUE,TRUE,TRUE,281.16,704.41,281.16,281.16,633.36,985.57
FALSE,FALSE,TRUE,FALSE,46.17,877.41,46.17,46.17,484.87,923.58
TRUE,TRUE,FALSE,FALSE,470.41,700.57,400.35,540.46,680.58,820.69
TRUE,FALSE,FALSE,FALSE,223.72,882.51,135.47,311.98,488.48,664.98
FALSE,FALSE,TRUE,TRUE,59.28,878.54,59.28,59.28,498.55,937.82
FALSE,FALSE,TRUE,FALSE,57.89,881.3,57.89,57.89,498.54,939.19
FALSE,TRUE,FALSE,TRUE,275.08,706.11,204.47,345.69,486.91,628.13
TRUE,FALSE,FALSE,FALSE,229.62,886.77,140.94,318.3,495.65,673
FALSE,FALSE,FALSE,TRUE,47.62,879.23,-40.3,135.55,311.39,487.24
FALSE,TRUE,TRUE,FALSE,286.88,706.7,286.88,286.88,640.23,993.58
FALSE,FALSE,TRUE,FALSE,56.99,884.67,56.99,56.99,499.33,941.66
FALSE,TRUE,FALSE,FALSE,297,702.77,226.72,367.27,507.83,648.38
TRUE,FALSE,FALSE,FALSE,231.13,883.53,142.78,319.49,496.19,672.9
TRUE,FALSE,TRUE,FALSE,230.44,878.54,230.44,230.44,669.71,1108.98
TRUE,FALSE,FALSE,TRUE,211.58,888.87,122.7,300.47,478.24,656.02
FALSE,FALSE,FALSE,TRUE,38.52,887.48,-50.23,127.27,304.77,482.26
FALSE,FALSE,TRUE,FALSE,58.13,880.48,58.13,58.13,498.37,938.61
TRUE,TRUE,TRUE,TRUE,447.36,704.05,447.36,447.36,799.39,1151.41
TRUE,FALSE,FALSE,FALSE,231.7,883.38,143.36,320.03,496.71,673.39
FALSE,FALSE,TRUE,TRUE,43.76,882.36,43.76,43.76,484.94,926.11
FALSE,FALSE,FALSE,TRUE,44.15,891.57,-45.01,133.31,311.62,489.94
FALSE,FALSE,FALSE,TRUE,46.94,882.96,-41.36,135.24,311.83,488.42
TRUE,TRUE,TRUE,TRUE,451.8,705.16,451.8,451.8,804.38,1156.96
FALSE,TRUE,TRUE,TRUE,282.74,701.66,282.74,282.74,633.57,984.4
FALSE,TRUE,TRUE,TRUE,278.38,707.44,278.38,278.38,632.1,985.82
FALSE,TRUE,FALSE,TRUE,279.66,704.77,209.18,350.14,491.09,632.05
FALSE,TRUE,TRUE,FALSE,290.48,704.08,290.48,290.48,642.52,994.56
TRUE,FALSE,FALSE,FALSE,232.86,882.35,144.63,321.1,497.57,674.04
TRUE,FALSE,FALSE,TRUE,218.76,886.87,130.07,307.44,484.82,662.19
TRUE,FALSE,FALSE,FALSE,227.15,883.26,138.83,315.48,492.13,668.78
FALSE,FALSE,FALSE,FALSE,49.98,881,-38.12,138.08,314.28,490.48
FALSE,TRUE,FALSE,TRUE,275.54,706.38,204.9,346.18,487.46,628.73
FALSE,TRUE,TRUE,FALSE,294.27,698.93,294.27,294.27,643.74,993.2
TRUE,TRUE,TRUE,FALSE,466.61,707.17,466.61,466.61,820.19,1173.77
TRUE,FALSE,FALSE,TRUE,207.1,882.53,118.85,295.36,471.86,648.37
TRUE,TRUE,FALSE,FALSE,472.95,702,402.75,543.15,683.55,823.95
FALSE,FALSE,FALSE,TRUE,42.36,885.03,-46.14,130.86,307.87,484.88
FALSE,TRUE,FALSE,FALSE,288.2,700.45,218.16,358.25,498.34,638.43
TRUE,FALSE,TRUE,TRUE,209.38,885.05,209.38,209.38,651.91,1094.43
FALSE,FALSE,TRUE,TRUE,44.91,887.7,44.91,44.91,488.76,932.6
FALSE,FALSE,TRUE,FALSE,45.3,889.32,45.3,45.3,489.96,934.62
TRUE,TRUE,TRUE,FALSE,465.54,703.58,465.54,465.54,817.33,1169.12
FALSE,TRUE,FALSE,FALSE,290.58,700.54,220.52,360.63,500.74,640.85
FALSE,TRUE,FALSE,TRUE,275.27,701.6,205.11,345.43,485.75,626.07
TRUE,FALSE,TRUE,TRUE,224.48,879.27,224.48,224.48,664.11,1103.75
FALSE,TRUE,TRUE,TRUE,278.52,705.78,278.52,278.52,631.41,984.3
FALSE,TRUE,FALSE,TRUE,285.45,704.86,214.97,355.94,496.91,637.89
TRUE,FALSE,TRUE,TRUE,213.65,883.87,213.65,213.65,655.59,1097.52
TRUE,TRUE,TRUE,TRUE,444.12,708.3,444.12,444.12,798.27,1152.42
TRUE,FALSE,FALSE,FALSE,224.27,889.19,135.35,313.19,491.03,668.86
TRUE,FALSE,TRUE,TRUE,230.39,883.87,230.39,230.39,672.33,1114.26
TRUE,TRUE,FALSE,FALSE,465.15,700.12,395.14,535.16,675.19,815.21
TRUE,TRUE,TRUE,TRUE,458.26,705.54,458.26,458.26,811.02,1163.79
FALSE,FALSE,TRUE,FALSE,53.2,888.07,53.2,53.2,497.23,941.27
FALSE,FALSE,TRUE,TRUE,46.55,885.31,46.55,46.55,489.2,931.86
TRUE,FALSE,FALSE,FALSE,224.24,882.8,135.96,312.52,489.08,665.64
FALSE,FALSE,FALSE,TRUE,45.21,885.64,-43.35,133.78,310.91,488.03
TRUE,TRUE,TRUE,FALSE,461,703.74,461,461,812.87,1164.74
FALSE,TRUE,TRUE,TRUE,281.07,706.98,281.07,281.07,634.56,988.06
FALSE,TRUE,TRUE,FALSE,296.46,702.6,296.46,296.46,647.76,999.06
FALSE,TRUE,FALSE,FALSE,292.88,700.75,222.81,362.96,503.11,643.26
TRUE,FALSE,TRUE,TRUE,215.86,887.89,215.86,215.86,659.8,1103.74
FALSE,TRUE,FALSE,TRUE,283.46,707.06,212.76,354.17,495.58,636.99
FALSE,FALSE,FALSE,FALSE,49.88,881.58,-38.27,138.04,314.36,490.67
FALSE,FALSE,FALSE,TRUE,46.82,882.29,-41.41,135.05,311.51,487.96
TRUE,FALSE,FALSE,TRUE,218.81,883.89,130.42,307.2,483.98,660.75
TRUE,FALSE,TRUE,TRUE,218.83,880.05,218.83,218.83,658.85,1098.88
TRUE,TRUE,TRUE,FALSE,462.17,700.93,462.17,462.17,812.63,1163.1
FALSE,TRUE,TRUE,FALSE,293.97,698.51,293.97,293.97,643.23,992.48
TRUE,FALSE,TRUE,FALSE,218.04,885.29,218.04,218.04,660.69,1103.34
FALSE,TRUE,FALSE,TRUE,287.35,700.07,217.35,357.36,497.37,637.39
TRUE,FALSE,FALSE,FALSE,226.04,883.91,137.65,314.43,491.21,667.99
FALSE,FALSE,TRUE,FALSE,50.3,881.81,50.3,50.3,491.21,932.11
FALSE,FALSE,TRUE,TRUE,47.35,886.05,47.35,47.35,490.38,933.4
FALSE,FALSE,FALSE,FALSE,51.23,885.95,-37.37,139.82,317.01,494.2
FALSE,FALSE,TRUE,FALSE,48.53,880.25,48.53,48.53,488.65,928.78
TRUE,FALSE,TRUE,FALSE,233.02,883.04,233.02,233.02,674.54,1116.06
FALSE,FALSE,TRUE,FALSE,47.63,886.83,47.63,47.63,491.04,934.46
FALSE,TRUE,FALSE,TRUE,288.71,704.16,218.29,359.12,499.95,640.79
FALSE,FALSE,FALSE,FALSE,52.13,887.05,-36.58,140.83,318.24,495.65
TRUE,TRUE,FALSE,TRUE,460.93,700.43,390.88,530.97,671.06,811.14
TRUE,FALSE,TRUE,FALSE,235.72,884.19,235.72,235.72,677.82,1119.91
FALSE,FALSE,FALSE,FALSE,47.47,879.58,-40.49,135.42,311.34,487.25
TRUE,FALSE,TRUE,FALSE,239.12,883.44,239.12,239.12,680.84,1122.56
TRUE,FALSE,TRUE,TRUE,219.41,879.54,219.41,219.41,659.18,1098.95
TRUE,FALSE,TRUE,TRUE,213.84,884.65,213.84,213.84,656.16,1098.49
FALSE,TRUE,FALSE,TRUE,285.23,705.46,214.69,355.78,496.87,637.96
FALSE,TRUE,TRUE,TRUE,277.43,708.23,277.43,277.43,631.55,985.67
TRUE,TRUE,TRUE,FALSE,465.15,704.14,465.15,465.15,817.22,1169.29
TRUE,TRUE,TRUE,FALSE,472.08,702.53,472.08,472.08,823.34,1174.61
TRUE,FALSE,TRUE,TRUE,216.84,884.4,216.84,216.84,659.04,1101.24
TRUE,TRUE,FALSE,TRUE,453.51,707.94,382.71,524.3,665.89,807.47
TRUE,TRUE,FALSE,TRUE,460.16,705.74,389.59,530.73,671.88,813.03
FALSE,FALSE,FALSE,TRUE,38.74,882.34,-49.49,126.97,303.44,479.91
TRUE,TRUE,FALSE,FALSE,464.19,701.79,394.01,534.37,674.72,815.08
FALSE,FALSE,TRUE,FALSE,49.83,881.73,49.83,49.83,490.69,931.56
FALSE,TRUE,FALSE,TRUE,275.14,710.03,204.14,346.15,488.15,630.16
FALSE,TRUE,TRUE,TRUE,291.2,701.09,291.2,291.2,641.75,992.29
FALSE,TRUE,TRUE,TRUE,281.32,705.99,281.32,281.32,634.32,987.31
TRUE,TRUE,FALSE,FALSE,467.07,705.04,396.57,537.58,678.59,819.59
FALSE,TRUE,TRUE,TRUE,281.33,702.54,281.33,281.33,632.6,983.87
TRUE,TRUE,TRUE,TRUE,460.7,705.35,460.7,460.7,813.37,1166.04
FALSE,FALSE,FALSE,TRUE,45.01,878.12,-42.8,132.83,308.45,484.07
TRUE,FALSE,FALSE,FALSE,226.21,885.24,137.69,314.74,491.79,668.83
FALSE,TRUE,FALSE,FALSE,289.11,706.64,218.44,359.77,501.1,642.42
TRUE,TRUE,TRUE,TRUE,454.9,712.64,454.9,454.9,811.22,1167.54
FALSE,TRUE,FALSE,TRUE,279.78,705.26,209.26,350.31,491.36,632.41
TRUE,TRUE,TRUE,FALSE,472.54,703.28,472.54,472.54,824.18,1175.82
FALSE,FALSE,FALSE,TRUE,46.76,888.95,-42.14,135.65,313.44,491.23
FALSE,FALSE,FALSE,FALSE,47.37,878.36,-40.47,135.21,310.88,486.55
TRUE,FALSE,FALSE,TRUE,214.22,888.33,125.39,303.05,480.72,658.38
FALSE,TRUE,FALSE,FALSE,290.46,700.85,220.38,360.55,500.72,640.89
TRUE,TRUE,TRUE,TRUE,464.37,708.29,464.37,464.37,818.52,1172.66
TRUE,FALSE,TRUE,FALSE,222.04,884.64,222.04,222.04,664.36,1106.68
FALSE,FALSE,TRUE,TRUE,40.62,887.12,40.62,40.62,484.19,927.75
FALSE,TRUE,FALSE,FALSE,293.78,701.11,223.67,363.89,504.11,644.33
FALSE,TRUE,FALSE,TRUE,279.78,703.46,209.44,350.13,490.82,631.51
TRUE,TRUE,TRUE,TRUE,452.79,706.45,452.79,452.79,806.02,1159.25
TRUE,FALSE,TRUE,FALSE,224.74,881.7,224.74,224.74,665.59,1106.44
TRUE,TRUE,FALSE,FALSE,462.14,704.48,391.69,532.59,673.48,814.38
TRUE,TRUE,FALSE,TRUE,450.54,709.07,379.63,521.44,663.26,805.07
FALSE,TRUE,TRUE,FALSE,296.6,700.58,296.6,296.6,646.89,997.17
TRUE,TRUE,FALSE,TRUE,459.61,704.69,389.14,530.08,671.01,811.95
FALSE,TRUE,FALSE,FALSE,290.24,703.71,219.87,360.61,501.35,642.09
FALSE,FALSE,TRUE,FALSE,58.29,878.49,58.29,58.29,497.54,936.78
TRUE,TRUE,TRUE,FALSE,473.69,705.99,473.69,473.69,826.68,1179.68
TRUE,FALSE,TRUE,TRUE,215.31,888.21,215.31,215.31,659.41,1103.52
TRUE,FALSE,TRUE,TRUE,209.85,886.75,209.85,209.85,653.22,1096.6
FALSE,FALSE,FALSE,FALSE,56.15,879.42,-31.79,144.1,319.98,495.87
FALSE,FALSE,FALSE,FALSE,52.82,883.83,-35.56,141.21,317.97,494.74
FALSE,FALSE,FALSE,TRUE,37.83,887.27,-50.89,126.56,304.01,481.47
FALSE,TRUE,FALSE,TRUE,281.32,704.96,210.82,351.81,492.8,633.8
TRUE,FALSE,TRUE,FALSE,222.82,877.67,222.82,222.82,661.65,1100.48
FALSE,FALSE,TRUE,FALSE,56.95,887.9,56.95,56.95,500.9,944.85
TRUE,TRUE,TRUE,FALSE,463.66,704.49,463.66,463.66,815.9,1168.15
TRUE,FALSE,TRUE,TRUE,211.13,880.64,211.13,211.13,651.44,1091.76
TRUE,TRUE,TRUE,TRUE,451.2,709.8,451.2,451.2,806.1,1161
TRUE,FALSE,FALSE,TRUE,226.01,883.24,137.68,314.33,490.98,667.63
FALSE,TRUE,FALSE,TRUE,285.24,705.43,214.69,355.78,496.87,637.95
TRUE,TRUE,TRUE,TRUE,454.07,706.31,454.07,454.07,807.23,1160.38
FALSE,TRUE,FALSE,FALSE,295.43,699.88,225.44,365.42,505.39,645.37
TRUE,TRUE,FALSE,TRUE,452.82,700.96,382.73,522.92,663.11,803.31
FALSE,FALSE,FALSE,FALSE,50.45,880.16,-37.57,138.47,314.5,490.53
TRUE,TRUE,TRUE,FALSE,469.49,706.31,469.49,469.49,822.64,1175.8
TRUE,TRUE,FALSE,FALSE,464.67,705,394.17,535.17,676.17,817.17
FALSE,TRUE,TRUE,TRUE,279.81,703.8,279.81,279.81,631.71,983.61
FALSE,FALSE,TRUE,FALSE,59.25,886.32,59.25,59.25,502.41,945.57
FALSE,TRUE,FALSE,TRUE,283.92,703.96,213.53,354.32,495.11,635.9
TRUE,TRUE,TRUE,FALSE,462.89,700.54,462.89,462.89,813.16,1163.43
TRUE,TRUE,FALSE,FALSE,462.67,700.02,392.67,532.68,672.68,812.69
FALSE,TRUE,FALSE,FALSE,287.87,703.38,217.53,358.21,498.88,639.56
TRUE,FALSE,FALSE,TRUE,216.74,886.09,128.13,305.35,482.57,659.79
FALSE,TRUE,FALSE,TRUE,286.62,702.86,216.33,356.91,497.48,638.05
TRUE,TRUE,TRUE,FALSE,466.9,703.18,466.9,466.9,818.49,1170.08
FALSE,TRUE,FALSE,FALSE,296.37,702.07,226.16,366.57,506.99,647.4
TRUE,TRUE,FALSE,FALSE,469.86,705.36,399.32,540.39,681.46,822.54
FALSE,FALSE,TRUE,TRUE,48.65,885.23,48.65,48.65,491.27,933.89
TRUE,FALSE,FALSE,TRUE,218.17,886.17,129.56,306.79,484.02,661.26
FALSE,TRUE,FALSE,FALSE,287.79,702.04,217.59,357.99,498.4,638.81
FALSE,TRUE,TRUE,FALSE,293.42,703.25,293.42,293.42,645.05,996.67
TRUE,TRUE,TRUE,TRUE,458.88,706.71,458.88,458.88,812.24,1165.6
FALSE,FALSE,TRUE,TRUE,43.43,880.83,43.43,43.43,483.85,924.26
FALSE,TRUE,FALSE,TRUE,274.36,705.99,203.76,344.95,486.15,627.35
FALSE,TRUE,FALSE,FALSE,289.44,702.9,219.15,359.73,500.31,640.89
TRUE,TRUE,TRUE,FALSE,460.37,700.22,460.37,460.37,810.48,1160.59
FALSE,TRUE,TRUE,FALSE,288.72,698.01,288.72,288.72,637.72,986.73
