LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3
FALSE,TRUE,TRUE,FALSE,291.94,701.62,291.94,291.94,642.75,993.56
FALSE,TRUE,FALSE,FALSE,292.92,697.17,223.2,362.63,502.07,641.5
TRUE,TRUE,TRUE,TRUE,455.58,708.44,455.58,455.58,809.8,1164.02
FALSE,FALSE,TRUE,FALSE,53.12,882.12,53.12,53.12,494.18,935.24
TRUE,TRUE,FALSE,TRUE,448.55,703.29,378.23,518.88,659.54,800.2
FALSE,TRUE,FALSE,TRUE,271.09,704.94,200.6,341.59,482.58,623.57
FALSE,FALSE,TRUE,FALSE,57.41,880.47,57.41,57.41,497.64,937.88
TRUE,TRUE,TRUE,TRUE,453.37,706.94,453.37,453.37,806.84,1160.31
FALSE,FALSE,TRUE,TRUE,45.77,882.12,45.77,45.77,486.83,927.89
FALSE,FALSE,FALSE,FALSE,49.24,883.55,-39.12,137.59,314.3,491.01
TRUE,FALSE,TRUE,FALSE,223.67,883.49,223.67,223.67,665.41,1107.15
FALSE,FALSE,TRUE,FALSE,58.72,879.46,58.72,58.72,498.45,938.18
TRUE,FALSE,TRUE,TRUE,216.99,886.27,216.99,216.99,660.13,1103.26
FALSE,FALSE,TRUE,TRUE,41.14,883.32,41.14,41.14,482.79,924.45
TRUE,FALSE,TRUE,FALSE,229.97,880.99,229.97,229.97,670.47,1110.97
TRUE,FALSE,TRUE,FALSE,231.16,883.43,231.16,231.16,672.87,1114.58
TRUE,FALSE,TRUE,FALSE,239.17,882.96,239.17,239.17,680.65,1122.13
TRUE,TRUE,TRUE,TRUE,458.59,706.53,458.59,458.59,811.85,1165.12
TRUE,FALSE,FALSE,TRUE,224.56,887.15,135.84,313.27,490.7,668.13
FALSE,TRUE,TRUE,TRUE,289.8,700.81,289.8,289.8,640.21,990.62
FALSE,TRUE,TRUE,FALSE,297.53,699.18,297.53,297.53,647.12,996.71
TRUE,FALSE,FALSE,FALSE,230.01,882.92,141.71,318.3,494.88,671.47
TRUE,TRUE,FALSE,FALSE,472.95,703.33,402.61,543.28,683.95,824.61
TRUE,FALSE,FALSE,FALSE,224.61,890,135.61,313.61,491.61,669.61
TRUE,FALSE,TRUE,TRUE,216.16,892.79,216.16,216.16,662.56,1108.95
TRUE,TRUE,FALSE,TRUE,454.48,706.98,383.78,525.18,666.57,807.97
TRUE,FALSE,FALSE,TRUE,217.37,890.04,128.37,306.38,484.39,662.4
TRUE,TRUE,TRUE,TRUE,449.94,705.48,449.94,449.94,802.68,1155.42
TRUE,TRUE,FALSE,TRUE,463.31,701.01,393.21,533.41,673.61,813.82
FALSE,FALSE,TRUE,TRUE,47.7,888.31,47.7,47.7,491.86,936.02
FALSE,TRUE,FALSE,TRUE,281.66,706.6,211,352.32,493.64,634.96
TRUE,TRUE,FALSE,TRUE,450.19,704.78,379.72,520.67,661.63,802.58
TRUE,FALSE,TRUE,FALSE,219.77,885.2,219.77,219.77,662.37,1104.97
FALSE,FALSE,FALSE,TRUE,34.5,888.56,-54.35,123.36,301.07,478.78
FALSE,TRUE,FALSE,FALSE,282.59,702.38,212.35,352.83,493.3,633.78
TRUE,FALSE,TRUE,TRUE,216.75,882.12,216.75,216.75,657.81,1098.87
FALSE,FALSE,TRUE,FALSE,48.03,882.5,48.03,48.03,489.28,930.53
TRUE,FALSE,TRUE,FALSE,222.35,878.71,222.35,222.35,661.71,1101.06
FALSE,TRUE,TRUE,FALSE,295.48,707.07,295.48,295.48,649.02,1002.55
FALSE,FALSE,FALSE,TRUE,40.13,887.69,-48.64,128.9,306.44,483.97
FALSE,FALSE,TRUE,FALSE,47.55,877.29,47.55,47.55,486.2,924.84
FALSE,FALSE,TRUE,TRUE,42.9,881.66,42.9,42.9,483.73,924.56
FALSE,FALSE,FALSE,FALSE,40.87,886.18,-47.75,129.49,306.72,483.96
TRUE,FALSE,FALSE,TRUE,210.62,886.16,122,299.23,476.47,653.7
FALSE,TRUE,FALSE,FALSE,290.25,703.76,219.88,360.63,501.38,642.13
TRUE,FALSE,FALSE,TRUE,212.54,889.26,123.61,301.47,479.32,657.17
TRUE,TRUE,TRUE,FALSE,466.07,700.19,466.07,466.07,816.16,1166.25
TRUE,FALSE,FALSE,TRUE,218.61,880.74,130.53,306.68,482.83,658.98
FALSE,FALSE,TRUE,FALSE,51.41,888.8,51.41,51.41,495.8,940.2
FALSE,FALSE,FALSE,TRUE,44.59,884,-43.81,132.99,309.79,486.58
TRUE,TRUE,FALSE,TRUE,457.06,704.07,386.65,527.46,668.28,809.09
TRUE,FALSE,FALSE,FALSE,224.27,880.85,136.19,312.36,488.53,664.7
FALSE,FALSE,TRUE,TRUE,33.33,885.12,33.33,33.33,475.89,918.45
FALSE,FALSE,TRUE,TRUE,36.16,883.47,36.16,36.16,477.89,919.63
TRUE,TRUE,FALSE,FALSE,464.82,699.06,394.91,534.73,674.54,814.35
FALSE,FALSE,FALSE,FALSE,49.66,882.91,-38.63,137.95,314.53,491.11
TRUE,TRUE,TRUE,FALSE,472.08,703.7,472.08,472.08,823.93,1175.78
FALSE,FALSE,FALSE,TRUE,46.22,885.42,-42.32,134.76,311.84,488.93
TRUE,FALSE,FALSE,FALSE,230.6,884.77,142.13,319.08,496.04,672.99
FALSE,FALSE,TRUE,FALSE,56.58,886.15,56.58,56.58,499.66,942.74
FALSE,TRUE,TRUE,FALSE,289.26,701.61,289.26,289.26,640.07,990.87
TRUE,TRUE,TRUE,TRUE,447.21,705.23,447.21,447.21,799.83,1152.44
TRUE,FALSE,FALSE,TRUE,214.66,889.3,125.73,303.59,481.45,659.31
TRUE,TRUE,TRUE,TRUE,454.88,705.88,454.88,454.88,807.82,1160.77
TRUE,FALSE,FALSE,FALSE,224.52,883.34,136.19,312.86,489.52,666.19
FALSE,TRUE,FALSE,FALSE,292.6,702.66,222.33,362.86,503.39,643.93
FALSE,FALSE,FALSE,FALSE,52.39,881.46,-35.76,140.54,316.83,493.12
TRUE,FALSE,FALSE,FALSE,225.4,885.34,136.87,313.93,491,668.07
FALSE,TRUE,FALSE,TRUE,283.03,705.8,212.45,353.61,494.77,635.93
TRUE,TRUE,FALSE,TRUE,453.96,705.58,383.4,524.51,665.63,806.75
TRUE,TRUE,FALSE,FALSE,472.2,704.87,401.72,542.69,683.66,824.64
TRUE,FALSE,TRUE,FALSE,231.08,883.92,231.08,231.08,673.04,1115
FALSE,TRUE,FALSE,TRUE,277.22,704.31,206.79,347.66,488.52,629.38
TRUE,TRUE,FALSE,TRUE,459.64,704.66,389.18,530.11,671.04,811.97
FALSE,FALSE,TRUE,TRUE,42.62,882.95,42.62,42.62,484.1,925.58
TRUE,TRUE,TRUE,TRUE,456.07,706.28,456.07,456.07,809.21,1162.35
TRUE,FALSE,TRUE,TRUE,206.76,887.12,206.76,206.76,650.32,1093.89
FALSE,TRUE,FALSE,TRUE,281.53,702.02,211.32,351.73,492.13,632.54
TRUE,FALSE,FALSE,FALSE,230.74,881.94,142.55,318.93,495.32,671.71
FALSE,TRUE,FALSE,TRUE,285.7,700.07,215.7,355.71,495.73,635.74
TRUE,FALSE,TRUE,TRUE,217.45,880.64,217.45,217.45,657.77,1098.09
FALSE,TRUE,TRUE,TRUE,283.16,705.09,283.16,283.16,635.71,988.26
TRUE,TRUE,FALSE,TRUE,459.15,703.36,388.82,529.49,670.16,810.83
TRUE,FALSE,TRUE,FALSE,228.34,881.31,228.34,228.34,668.99,1109.65
TRUE,TRUE,TRUE,TRUE,455.49,708.14,455.49,455.49,809.56,1163.63
FALSE,FALSE,TRUE,FALSE,50.2,888.95,50.2,50.2,494.67,939.15
TRUE,TRUE,FALSE,FALSE,465.95,703.14,395.64,536.27,676.9,817.52
TRUE,FALSE,TRUE,TRUE,223.33,890.12,223.33,223.33,668.39,1113.45
FALSE,TRUE,FALSE,FALSE,290.57,703.2,220.25,360.89,501.53,642.17
TRUE,TRUE,TRUE,TRUE,454.86,704.24,454.86,454.86,806.98,1159.1
FALSE,FALSE,FALSE,TRUE,38.46,883.45,-49.89,126.8,303.49,480.18
TRUE,FALSE,FALSE,TRUE,219.37,887.06,130.66,308.07,485.49,662.9
TRUE,TRUE,FALSE,FALSE,460.16,698.93,390.27,530.06,669.84,809.63
TRUE,TRUE,TRUE,FALSE,458.92,709.09,458.92,458.92,813.47,1168.01
FALSE,TRUE,TRUE,TRUE,287.88,698.82,287.88,287.88,637.29,986.7
TRUE,TRUE,TRUE,FALSE,465.79,700.16,465.79,465.79,815.87,1165.95
FALSE,FALSE,TRUE,TRUE,45.03,880.78,45.03,45.03,485.42,925.81
FALSE,TRUE,FALSE,FALSE,298.26,704.48,227.81,368.71,509.6,650.5
TRUE,TRUE,FALSE,FALSE,472.44,700.63,402.38,542.5,682.63,822.76
FALSE,TRUE,TRUE,TRUE,283.93,703.22,283.93,283.93,635.54,987.15
FALSE,FALSE,TRUE,TRUE,31.47,884.41,31.47,31.47,473.68,915.88
FALSE,FALSE,FALSE,TRUE,48.22,882.03,-39.98,136.42,312.83,489.24
FALSE,TRUE,TRUE,FALSE,292.93,702.57,292.93,292.93,644.22,995.5
TRUE,FALSE,TRUE,TRUE,212.26,884.73,212.26,212.26,654.62,1096.99
TRUE,FALSE,FALSE,FALSE,228.21,882.22,139.98,316.43,492.87,669.32
FALSE,FALSE,FALSE,TRUE,46.52,886.32,-42.11,135.15,312.42,489.68
TRUE,TRUE,FALSE,TRUE,447.97,709.94,376.98,518.97,660.96,802.95
TRUE,FALSE,FALSE,FALSE,234.43,883.16,146.11,322.75,499.38,676.01
TRUE,TRUE,TRUE,TRUE,459.47,706.68,459.47,459.47,812.82,1166.16
TRUE,TRUE,TRUE,TRUE,456.59,702.04,456.59,456.59,807.6,1158.62
TRUE,FALSE,TRUE,TRUE,216.47,888.71,216.47,216.47,660.82,1105.18
TRUE,FALSE,FALSE,FALSE,224.36,887.45,135.62,313.11,490.6,668.09
FALSE,FALSE,FALSE,FALSE,46.15,880.52,-41.9,134.2,310.31,486.41
FALSE,FALSE,FALSE,FALSE,52.67,881.65,-35.5,140.83,317.16,493.49
TRUE,FALSE,FALSE,FALSE,230.72,882.15,142.51,318.94,495.37,671.79
FALSE,FALSE,TRUE,TRUE,39.03,884.09,39.03,39.03,481.08,923.12
TRUE,TRUE,TRUE,FALSE,458.81,706.54,458.81,458.81,812.08,1165.35
TRUE,TRUE,TRUE,TRUE,455.82,702.53,455.82,455.82,807.08,1158.34
FALSE,TRUE,FALSE,FALSE,294.02,704.96,223.52,364.51,505.51,646.5
TRUE,FALSE,TRUE,FALSE,224.89,882.01,224.89,224.89,665.89,1106.89
FALSE,FALSE,FALSE,FALSE,58.09,878.16,-29.72,145.91,321.54,497.18
TRUE,TRUE,TRUE,FALSE,464.61,704.94,464.61,464.61,817.07,1169.54
TRUE,TRUE,TRUE,FALSE,464.25,704.62,464.25,464.25,816.56,1168.87
FALSE,FALSE,FALSE,TRUE,33.37,885.23,-55.16,121.89,298.94,475.98
TRUE,FALSE,TRUE,FALSE,229.22,885.65,229.22,229.22,672.04,1114.87
FALSE,FALSE,TRUE,FALSE,55.41,882,55.41,55.41,496.41,937.41
TRUE,FALSE,FALSE,TRUE,218.39,888.3,129.56,307.22,484.88,662.53
FALSE,TRUE,TRUE,FALSE,289.12,702.12,289.12,289.12,640.18,991.24
TRUE,TRUE,TRUE,TRUE,462.93,703.09,462.93,462.93,814.47,1166.02
TRUE,FALSE,FALSE,TRUE,215.43,888.19,126.61,304.25,481.89,659.53
TRUE,TRUE,FALSE,TRUE,456.76,703.57,386.4,527.11,667.83,808.54
TRUE,FALSE,FALSE,TRUE,217.19,883.82,128.81,305.57,482.33,659.1
FALSE,FALSE,TRUE,FALSE,54.56,881.39,54.56,54.56,495.25,935.94
FALSE,FALSE,TRUE,TRUE,45.4,878.27,45.4,45.4,484.53,923.67
FALSE,TRUE,TRUE,FALSE,289.35,701.64,289.35,289.35,640.17,990.99
TRUE,TRUE,TRUE,TRUE,454.84,705.95,454.84,454.84,807.81,1160.78
TRUE,FALSE,TRUE,TRUE,217.84,884.37,217.84,217.84,660.03,1102.22
FALSE,TRUE,TRUE,FALSE,291.61,706.46,291.61,291.61,644.84,998.07
TRUE,FALSE,FALSE,FALSE,229.2,885.73,140.62,317.77,494.92,672.06
FALSE,TRUE,TRUE,FALSE,288.54,704.46,288.54,288.54,640.77,993.01
TRUE,TRUE,FALSE,FALSE,466.26,703.88,395.87,536.65,677.42,818.2
FALSE,FALSE,FALSE,TRUE,45.32,886.43,-43.33,133.96,311.25,488.53
TRUE,FALSE,FALSE,TRUE,217.31,883.54,128.96,305.67,482.38,659.09
TRUE,FALSE,TRUE,TRUE,218.02,883.7,218.02,218.02,659.87,1101.72
TRUE,TRUE,TRUE,TRUE,455.9,708.9,455.9,455.9,810.35,1164.8
FALSE,TRUE,TRUE,FALSE,292.76,698.9,292.76,292.76,642.21,991.65
TRUE,FALSE,TRUE,FALSE,225.62,883.21,225.62,225.62,667.22,1108.83
TRUE,TRUE,FALSE,FALSE,470.2,700.44,400.15,540.24,680.33,820.41
TRUE,FALSE,FALSE,TRUE,214.73,884.84,126.24,303.21,480.18,657.15
TRUE,FALSE,FALSE,FALSE,225.22,883.88,136.83,313.61,490.38,667.16
TRUE,TRUE,TRUE,FALSE,468.51,705.67,468.51,468.51,821.34,1174.18
FALSE,TRUE,FALSE,FALSE,291.53,704.07,221.12,361.93,502.75,643.56
FALSE,FALSE,TRUE,TRUE,43.59,889.99,43.59,43.59,488.58,933.58
FALSE,FALSE,TRUE,FALSE,56.72,880.53,56.72,56.72,496.99,937.26
TRUE,FALSE,TRUE,TRUE,206.79,886.9,206.79,206.79,650.23,1093.68
TRUE,FALSE,TRUE,TRUE,211.34,886.09,211.34,211.34,654.38,1097.43
TRUE,FALSE,FALSE,TRUE,218.39,884.3,129.96,306.82,483.68,660.54
TRUE,FALSE,TRUE,TRUE,219.52,882.32,219.52,219.52,660.69,1101.85
TRUE,TRUE,FALSE,FALSE,467.51,704,397.11,537.91,678.71,819.51
TRUE,FALSE,TRUE,TRUE,223.86,884.83,223.86,223.86,666.27,1108.69
TRUE,FALSE,FALSE,FALSE,222.82,882.84,134.54,311.11,487.68,664.25
TRUE,FALSE,FALSE,FALSE,223.91,882.38,135.67,312.15,488.62,665.1
FALSE,FALSE,FALSE,FALSE,61.2,884.1,-27.21,149.61,326.43,503.25
TRUE,FALSE,TRUE,TRUE,212.47,885.39,212.47,212.47,655.17,1097.86
TRUE,FALSE,FALSE,FALSE,221.71,884.09,133.3,310.12,486.94,663.75
FALSE,TRUE,FALSE,TRUE,282,701.85,211.82,352.19,492.56,632.92
FALSE,TRUE,FALSE,TRUE,278.39,701.36,208.25,348.53,488.8,629.07
TRUE,FALSE,FALSE,FALSE,228.73,884.28,140.3,317.16,494.02,670.87
TRUE,TRUE,FALSE,TRUE,460.5,706.37,389.86,531.14,672.41,813.69
FALSE,TRUE,FALSE,TRUE,289.91,704.57,219.46,360.37,501.28,642.2
FALSE,TRUE,TRUE,FALSE,288.16,703.92,288.16,288.16,640.12,992.08
TRUE,TRUE,FALSE,FALSE,467.74,705.29,397.21,538.27,679.32,820.38
TRUE,TRUE,TRUE,FALSE,464.7,702.41,464.7,464.7,815.9,1167.11
FALSE,TRUE,TRUE,TRUE,286.77,699.87,286.77,286.77,636.71,986.65
FALSE,FALSE,TRUE,FALSE,50.14,879.71,50.14,50.14,490,929.85
TRUE,FALSE,TRUE,TRUE,221.59,882.77,221.59,221.59,662.97,1104.36
TRUE,FALSE,TRUE,FALSE,224.45,886.15,224.45,224.45,667.52,1110.59
TRUE,FALSE,FALSE,FALSE,226.55,884.39,138.11,314.99,491.86,668.74
FALSE,FALSE,FALSE,FALSE,58.07,882.36,-30.17,146.3,322.78,499.25
FALSE,FALSE,TRUE,FALSE,57.66,883.49,57.66,57.66,499.41,941.15
TRUE,TRUE,FALSE,TRUE,457.32,703.44,386.97,527.66,668.35,809.04
FALSE,FALSE,TRUE,FALSE,53.11,882.18,53.11,53.11,494.19,935.28
TRUE,TRUE,FALSE,FALSE,472.86,700.2,402.84,542.88,682.92,822.96
TRUE,FALSE,FALSE,TRUE,216.96,880.88,128.87,305.05,481.22,657.4
FALSE,TRUE,FALSE,FALSE,294.37,698.13,224.55,364.18,503.8,643.43
FALSE,TRUE,TRUE,TRUE,273.16,704.42,273.16,273.16,625.38,977.59
FALSE,FALSE,TRUE,TRUE,36.45,887.39,36.45,36.45,480.15,923.84
FALSE,TRUE,FALSE,TRUE,281.26,703.05,210.96,351.57,492.18,632.79
FALSE,TRUE,FALSE,FALSE,290.43,701.92,220.24,360.62,501.01,641.39
FALSE,FALSE,FALSE,FALSE,50.74,884.3,-37.69,139.17,316.03,492.89
FALSE,TRUE,FALSE,FALSE,301.12,702.64,230.86,371.38,511.91,652.44
FALSE,TRUE,TRUE,FALSE,293.07,703.1,293.07,293.07,644.62,996.17
FALSE,TRUE,FALSE,FALSE,293.74,701.23,223.62,363.86,504.11,644.36
TRUE,FALSE,FALSE,FALSE,227.41,888.29,138.58,316.24,493.9,671.55
TRUE,TRUE,FALSE,FALSE,466.49,709.72,395.52,537.46,679.41,821.35
TRUE,TRUE,FALSE,FALSE,464.52,705.49,393.97,535.07,676.17,817.26
FALSE,TRUE,FALSE,FALSE,293.67,700.23,223.64,363.69,503.74,643.78
FALSE,TRUE,FALSE,FALSE,293.14,702.01,222.93,363.34,503.74,644.14
TRUE,TRUE,TRUE,TRUE,456.04,704.54,456.04,456.04,808.31,1160.58
TRUE,FALSE,FALSE,FALSE,220.28,883.87,131.89,308.67,485.44,662.22
TRUE,TRUE,TRUE,TRUE,454.44,708.91,454.44,454.44,808.89,1163.34
FALSE,TRUE,FALSE,FALSE,283.1,700.22,213.08,353.12,493.16,633.21
TRUE,FALSE,TRUE,FALSE,226.94,884.17,226.94,226.94,669.02,1111.11
FALSE,TRUE,FALSE,FALSE,291.31,705.22,220.79,361.84,502.88,643.92
TRUE,TRUE,FALSE,TRUE,459.79,704.19,389.37,530.21,671.04,811.88
TRUE,FALSE,FALSE,TRUE,214.01,887.83,125.23,302.79,480.36,657.93
FALSE,FALSE,TRUE,FALSE,55.04,885.29,55.04,55.04,497.69,940.33
FALSE,FALSE,FALSE,TRUE,42.56,883.27,-45.77,130.89,307.54,484.19
FALSE,TRUE,TRUE,TRUE,275.29,706.86,275.29,275.29,628.72,982.15
FALSE,FALSE,TRUE,TRUE,38.18,880.65,38.18,38.18,478.51,918.83
TRUE,FALSE,FALSE,TRUE,221.28,885.05,132.78,309.79,486.8,663.81
TRUE,TRUE,TRUE,FALSE,471.92,704.55,471.92,471.92,824.19,1176.47
FALSE,FALSE,FALSE,TRUE,38.58,881.99,-49.62,126.78,303.17,479.57
FALSE,TRUE,FALSE,FALSE,290.56,701.7,220.39,360.73,501.07,641.41
TRUE,TRUE,TRUE,TRUE,455.34,704.58,455.34,455.34,807.63,1159.92
TRUE,TRUE,TRUE,TRUE,451.11,706.23,451.11,451.11,804.23,1157.34
FALSE,TRUE,TRUE,TRUE,283.46,705.56,283.46,283.46,636.24,989.02
TRUE,FALSE,TRUE,FALSE,220.64,890.15,220.64,220.64,665.71,1110.79
TRUE,TRUE,TRUE,FALSE,463.3,704.27,463.3,463.3,815.44,1167.57
TRUE,TRUE,TRUE,TRUE,456.01,702.31,456.01,456.01,807.16,1158.32
TRUE,FALSE,FALSE,FALSE,233.7,879.55,145.74,321.65,497.56,673.47
FALSE,TRUE,TRUE,FALSE,289.16,701.08,289.16,289.16,639.7,990.24
FALSE,TRUE,FALSE,TRUE,274.12,703.61,203.76,344.48,485.2,625.93
FALSE,TRUE,FALSE,TRUE,281.79,702.98,211.49,352.09,492.68,633.28
FALSE,TRUE,TRUE,TRUE,285.84,704.27,285.84,285.84,637.98,990.11
TRUE,FALSE,FALSE,FALSE,228.34,874.86,140.85,315.82,490.79,665.77
TRUE,TRUE,FALSE,TRUE,451.03,707.61,380.27,521.79,663.31,804.83
TRUE,FALSE,FALSE,TRUE,210.51,889.64,121.54,299.47,477.4,655.33
FALSE,FALSE,TRUE,FALSE,51.22,884.2,51.22,51.22,493.33,935.43
TRUE,FALSE,FALSE,TRUE,217.32,888.74,128.45,306.19,483.94,661.69
TRUE,TRUE,TRUE,TRUE,460.87,706.44,460.87,460.87,814.09,1167.31
FALSE,TRUE,FALSE,FALSE,291.47,703.06,221.17,361.78,502.39,643
FALSE,TRUE,FALSE,TRUE,285.55,701.17,215.43,355.66,495.9,636.13
FALSE,TRUE,TRUE,TRUE,279.93,704.23,279.93,279.93,632.04,984.16
FALSE,FALSE,TRUE,TRUE,47.88,884.38,47.88,47.88,490.07,932.26
TRUE,TRUE,FALSE,TRUE,445.29,707.99,374.49,516.09,657.68,799.28
TRUE,TRUE,TRUE,TRUE,459.49,705.63,459.49,459.49,812.3,1165.12
FALSE,FALSE,TRUE,TRUE,36.63,884.17,36.63,36.63,478.71,920.8
FALSE,FALSE,TRUE,TRUE,42.31,885.5,42.31,42.31,485.05,927.8
FALSE,FALSE,TRUE,TRUE,49.77,882.12,49.77,49.77,490.83,931.89
FALSE,TRUE,FALSE,TRUE,282.12,704.39,211.68,352.56,493.44,634.32
TRUE,TRUE,FALSE,FALSE,466.01,702.69,395.74,536.28,676.82,817.36
FALSE,TRUE,FALSE,TRUE,279.06,705.96,208.47,349.66,490.85,632.04
FALSE,FALSE,TRUE,TRUE,47.71,883.36,47.71,47.71,489.39,931.07
TRUE,TRUE,FALSE,FALSE,468.81,700.13,398.8,538.83,678.85,818.88
FALSE,TRUE,TRUE,TRUE,283.53,704.85,283.53,283.53,635.95,988.38
TRUE,TRUE,FALSE,FALSE,465.59,698.94,395.7,535.49,675.28,815.07
TRUE,FALSE,TRUE,TRUE,211.83,884.44,211.83,211.83,654.05,1096.27
TRUE,TRUE,FALSE,TRUE,458.77,705.29,388.25,529.3,670.36,811.42
FALSE,TRUE,TRUE,TRUE,280.3,700.99,280.3,280.3,630.8,981.29
FALSE,FALSE,TRUE,FALSE,63.48,878.69,63.48,63.48,502.83,942.17
TRUE,TRUE,TRUE,FALSE,464.41,702.69,464.41,464.41,815.75,1167.1
TRUE,FALSE,TRUE,TRUE,204.69,884.83,204.69,204.69,647.11,1089.52
TRUE,FALSE,TRUE,TRUE,223.8,881.83,223.8,223.8,664.72,1105.63
TRUE,FALSE,TRUE,TRUE,217.8,885.48,217.8,217.8,660.54,1103.28
TRUE,FALSE,FALSE,FALSE,223.35,887.61,134.59,312.12,489.64,667.16
FALSE,FALSE,TRUE,FALSE,42.48,877.24,42.48,42.48,481.1,919.72
TRUE,TRUE,TRUE,FALSE,469.13,706.98,469.13,469.13,822.62,1176.11
TRUE,TRUE,TRUE,TRUE,458.38,706.25,458.38,458.38,811.51,1164.64
FALSE,TRUE,FALSE,FALSE,287.86,701.67,217.69,358.03,498.36,638.69
TRUE,TRUE,TRUE,TRUE,456.78,706.16,456.78,456.78,809.87,1162.95
FALSE,FALSE,TRUE,TRUE,38.85,887.74,38.85,38.85,482.72,926.59
TRUE,TRUE,FALSE,FALSE,464.98,704.04,394.58,535.38,676.19,817
FALSE,TRUE,FALSE,TRUE,286.87,700.01,216.87,356.87,496.88,636.88
TRUE,FALSE,FALSE,TRUE,214.7,891.39,125.57,303.84,482.12,660.4
FALSE,TRUE,TRUE,FALSE,296.04,703.57,296.04,296.04,647.82,999.61
FALSE,TRUE,FALSE,FALSE,284.7,696.81,215.02,354.38,493.74,633.11
FALSE,TRUE,TRUE,FALSE,293.55,699.16,293.55,293.55,643.13,992.7
TRUE,FALSE,TRUE,FALSE,226.23,888.5,226.23,226.23,670.48,1114.73
TRUE,TRUE,TRUE,TRUE,448.62,705.54,448.62,448.62,801.39,1154.16
FALSE,TRUE,FALSE,FALSE,281.18,703.95,210.78,351.57,492.36,633.15
FALSE,FALSE,FALSE,FALSE,61.23,886.07,-27.38,149.84,327.05,504.26
FALSE,FALSE,FALSE,FALSE,51.95,889.52,-37,140.9,318.81,496.71
FALSE,TRUE,TRUE,TRUE,284.3,707.87,284.3,284.3,638.23,992.17
FALSE,TRUE,FALSE,FALSE,284.43,704.15,214.01,354.84,495.67,636.5
FALSE,FALSE,FALSE,FALSE,56.2,879.95,-31.79,144.2,320.19,496.18
TRUE,FALSE,FALSE,TRUE,214.52,884.06,126.12,302.93,479.74,656.55
FALSE,TRUE,TRUE,TRUE,285.32,704.6,285.32,285.32,637.62,989.92
TRUE,FALSE,FALSE,TRUE,217.02,883.42,128.68,305.37,482.05,658.73
TRUE,TRUE,TRUE,TRUE,452.52,706.06,452.52,452.52,805.55,1158.59
TRUE,FALSE,TRUE,TRUE,210.22,887.72,210.22,210.22,654.08,1097.94
FALSE,TRUE,TRUE,FALSE,296.55,701.28,296.55,296.55,647.19,997.83
FALSE,FALSE,TRUE,TRUE,42.54,877.55,42.54,42.54,481.32,920.1
TRUE,TRUE,FALSE,TRUE,457.68,705.88,387.09,528.27,669.44,810.62
FALSE,TRUE,FALSE,FALSE,290.21,707.05,219.51,360.92,502.33,643.74
TRUE,FALSE,FALSE,FALSE,226.8,886.45,138.16,315.44,492.73,670.02
FALSE,FALSE,TRUE,TRUE,44.61,881.12,44.61,44.61,485.17,925.73
TRUE,FALSE,FALSE,FALSE,239.24,879.27,151.31,327.17,503.02,678.87
TRUE,FALSE,FALSE,TRUE,215.55,882.07,127.34,303.75,480.17,656.58
FALSE,TRUE,FALSE,FALSE,290.92,702.58,220.66,361.18,501.69,642.21
TRUE,TRUE,FALSE,TRUE,455.71,703.69,385.34,526.08,666.82,807.55
TRUE,FALSE,FALSE,TRUE,212.38,884.88,123.89,300.86,477.84,654.81
FALSE,FALSE,TRUE,FALSE,52.76,883.74,52.76,52.76,494.63,936.49
FALSE,FALSE,FALSE,FALSE,62.45,880,-25.55,150.45,326.45,502.45
TRUE,TRUE,TRUE,TRUE,457,708.6,457,457,811.3,1165.59
TRUE,FALSE,FALSE,TRUE,222.78,884.76,134.3,311.25,488.2,665.16
FALSE,FALSE,TRUE,FALSE,58.42,880.26,58.42,58.42,498.54,938.67
FALSE,TRUE,TRUE,FALSE,298.82,698.2,298.82,298.82,647.92,997.02
TRUE,TRUE,TRUE,FALSE,465.32,704.22,465.32,465.32,817.43,1169.53
FALSE,FALSE,TRUE,TRUE,47.49,890.75,47.49,47.49,492.86,938.24
FALSE,FALSE,TRUE,TRUE,40.04,885.95,40.04,40.04,483.01,925.98
TRUE,TRUE,TRUE,FALSE,461.58,700.64,461.58,461.58,811.91,1162.23
FALSE,FALSE,TRUE,FALSE,45.61,876.05,45.61,45.61,483.63,921.66
FALSE,TRUE,TRUE,TRUE,281.27,702.68,281.27,281.27,632.6,983.94
TRUE,TRUE,TRUE,TRUE,451.34,705.62,451.34,451.34,804.14,1156.95
FALSE,FALSE,TRUE,FALSE,51.22,888.58,51.22,51.22,495.51,939.8
TRUE,TRUE,FALSE,TRUE,458.34,702.85,388.06,528.63,669.19,809.76
FALSE,FALSE,FALSE,TRUE,39.21,886.18,-49.41,127.82,305.06,482.3
FALSE,TRUE,TRUE,FALSE,290.87,698.73,290.87,290.87,640.23,989.6
FALSE,FALSE,FALSE,FALSE,47.53,886.64,-41.13,136.2,313.52,490.85
FALSE,TRUE,TRUE,TRUE,290.03,703.23,290.03,290.03,641.64,993.26
TRUE,TRUE,FALSE,FALSE,466.26,705.04,395.76,536.77,677.78,818.78
FALSE,TRUE,TRUE,TRUE,283.29,704.26,283.29,283.29,635.42,987.55
FALSE,TRUE,TRUE,TRUE,277.8,704.16,277.8,277.8,629.88,981.96
FALSE,TRUE,TRUE,TRUE,280.28,705.35,280.28,280.28,632.95,985.63
